연도,번호,도서명,저자명,출판사명
2017,1228,테오-아르스 <재현 신학과 현시 신학> : 신학과 예술의 만남,최병학,인간사랑
2017,1229,"불교와 섹슈얼리티 : 여성, 붓다를 만나다",옥복연 외,한울아카데미
2017,1230,"종교, 미디어, 감각",이창익 엮음,도서출판 모시는사람들
2017,1231,"포스트휴먼 신학 : 아담아, 네가 어디 있느냐",장윤재,신앙과지성사
2017,1232,공자의 그물 : 중국 문명의 정신적 패러다임과 서구적 근대성,김필년,산과글
2017,1233,현대중국의 제국몽 : 중화의 재보편화 100년의 실험,전인갑,學古房
2017,1234,동아시아 세계와 백촌강 싸움,김현구,고려대학교출판문화원
2017,1235,일본의 대외 전쟁 : 16~19세기 일본 문헌에 나타난 전쟁 정당화 논리,김시덕,열린책들
2017,1236,효문제의 ‘한화’ 정책과 낙양 호인사회 : 북위 후기 호속 유지 현상과 그 배경,최진열,한울아카데미
2017,1237,"돌궐 유목제국사 552~745 : 아사나 권력의 형성과 발전, 그리고 소멸",정재훈,사계절
2017,1238,20세기 프랑스 역사가들 : 새로운 역사학의 탄생,"필립 데일리더 외 엮음, 김응종 외 역, 한국프랑스사학회 감수",삼천리
2017,1239,역사와 우연,최성철,도서출판 길
2017,1240,역사,"헤로도토스, 김봉철 역",도서출판 길
2017,1241,"히스토리아, 쿠오바디스 : 탈근대, 역사학은 어디로 가는가",김기봉,서해문집
2017,1242,한반도 중서부 지방 신석기 문화 변동 : 시간의 흐름과 생계·주거 체계의 변화,소상영,서경문화사
2017,1243,청동기시대 송국리형문화의 전개와 취락 체계,이종철,진인진
2017,1244,인류의 기원과 진화,이선복,사회평론
2017,1245,대가야고고학연구,이희준,사회평론
2017,1246,장보 : 동아시아 장의 역사와 계보,이한창,따비
2017,1247,종교와 세시풍속,편무영 외,민속원
2017,1248,한국 마을旗의 존재양상과 사회문화적 의미,김선태,민속원
2017,1249,한국 인형극의 역사와 미학,박진태,민속원
2017,1250,한국의 언어 민속지 : 충청남북도 편,왕한석,서울대학교출판문화원
2017,1251,구술로 쓰는 역사 : 미수복경기도민의 분단과 이산의 삶,윤택림,아르케
2017,1252,"무당, 여성, 신령들 : 1970년대 한국 여성의 의례적 실천","로렐 켄달, 김성례 외 역",일조각
2017,1253,교토 니시진오리(西陣織)의 문화사 : 일본 전통공예 직물업의 세계,문옥표,일조각
2017,1254,루쉰과 근대 한국 : 동아시아 공존을 위한 상상,홍석표,이화여자대학교출판문화원
2017,1255,(정본완역) 두보전집 : 제7권 【두보 2차성도시기시역해】,김만원 외 역,서울대학교출판문화원
2017,1256,氏族大全 譯註 1-4,"元 無名氏 撰, 金萬源 標點·校勘·譯註 ",역락
2017,1257,19세기 영국 여성 작가와 기독교,오정화,이화여자대학교출판문화원
2017,1258,라파엘전파 회화와 19세기 영국문학,손영희,한국문화사
2017,1259,"메리 로스 : 여성, 문학, 스토아 사상",이진아,한국문화사
2017,1260,"신코킨와카슈 상,하,별책",역주 구정호,도서출판 삼화
2017,1261,금석이야기집 : 일본부 1-9,"馬淵和夫 외 교주·역, 이시준 외 한역 ",세창출판사
2017,1262,일본문학 속의 사계 : 한국문학과의 비교를 통하여,최재철,소명출판
2017,1263,"라블레, 새로운 글쓰기의 모험",유석호,연세대학교 대학출판문화원
2017,1264,(한국 교양인을 위한) 새 독일문학사,안삼환,세창출판사
2017,1265,횔덜린 시 전집 1-2,"프리드리히 횔덜린, 장영태 역",책세상
2017,1266,통일성과 파편성 : 프루스트와 문학 장르,이충민,소나무
2017,1267,담화분석,김해연 외,종합출판 EnG
2017,1268,정보기반 독어학 연구,이민행,역락
2017,1269,사회적 소통망(SNS)의 언어문화 연구,이정복,소통
2017,1270,메이예르홀트의 연출세계 1-4,"프세볼로트 에밀리예비치 메이예르홀트, 김혜란 외 역",한국문화사
2017,1271,퍼포먼스로서의 연극연구 : 새로운 연구방법과 연구분야의 모색,김용수,서강대학교출판부
2017,1272,(광복 이전) 조선영화비평사,김수남,연극과인간
2017,1273,조선영화란 하오 : 근대 영화비평의 역사,백문임 외 엮고 씀,창비
2017,1274,(작품으로 보는) 음악미학 : 작품에서 음악의 '미'를 찾는 즐거움,우혜언 외,음악세계
2017,1275,클레즈머 : 유대 디아스포라 음악에서 월드뮤직으로,"세스 로고보이, 유영민 역",민속원
2017,1276,헬라스와 그리스 : 그리스성에 대한 문화사적 고찰,조은정,사회평론
2017,1277,시대의 얼굴 : 잡지 표지로 보는 근대,서유리,소명출판
2017,1278,보이는 것과의 대화 : 이미지는 어떻게 우리에게 말을 거는가,"르네 위그, 곽광수 역",열화당
2017,1279,미와 예술 : 철학적 미학 입문,"브리기테 셰어, 박정훈 역",미술문화
2017,1280,경험으로서 예술 1-2,"존 듀이, 박철홍 역",나남
2017,1281,가상 : 미학의 개념,박민수,연세대학교 대학출판문화원
2017,1282,비판이론의 예술 이해,김문환,이학사
2017,1283,現代行政의 作用形式,鄭南哲,法文社
2017,1284,법과 진화론,김혜경 외,法文社
2017,1285,잊혀질 권리 : 이상과 실현,문재완,집문당
2017,1286,입법과정의 이론과 실제 : 법적 쟁점과 실제 사례를 중심으로,오일석,홍문관
2017,1287,독일 해상법 : 1861년부터 2016년까지 법률(대역)과 그 해설,채이식,세창출판사
2017,1288,국민참여재판의 허와 실,공영호,박영사
2017,1289,통일헌법의 이해,이효원,박영사
2017,1290,독도 영토주권 연구 : 국제법·한일관계와 한국의 도전,박현진,景仁文化社
2017,1291,프랑스 행정법상 분리가능행위,강지은,景仁文化社
2017,1292,행정절차와 행정소송,김철용 편,피앤씨미디어
2017,1293,한국통일의 정치와 헌법,김철수,시와진실
2017,1294,바이마르 헌법과 정치사상,"헤르만 헬러, 김효전 역",산지니
2017,1295,통일법제 특강,한명섭,한울아카데미
2017,1296,"황금 족쇄 : 금본위제와 대공황, 1919~1939년","배리 아이켄그린, 박복영 역",미지북스
2017,1297,아시아의 혁신·창조활동과 세계경제질서,박지형 외,서울대학교출판문화원
2017,1298,북한의 금융,한국수출입은행 북한·동북아연구센터 편,도서출판 오름
2017,1299,(서울대 경제학자 8인이 말하는) 한국경제,정운찬 외,율곡출판사
2017,1300,한국경제사 Ⅰ-Ⅱ,이영훈,일조각
2017,1301,애로우의 불가능성 정리,"매스킨 외, 이성규 역",도서출판 해남
2017,1302,신분제와 자본주의 이전 사회 : 조선 사회경제사의 새로운 이해,전용덕,태학사
2017,1303,미국의 신자유주의 실험,이준구,문우사
2017,1304,"비즈니스 모델 혁신 : 개념, 분석, 사례 ","Allan Afuah, 서우종 역",시그마프레스
2017,1305,(경영자와 실무전문가를 위한) 프로세스 마이닝,강영식 외,한나래아카데미
2017,1306,"재난 리스크 제대로 관리하기 : 안전한 나라, 안정된 사회에서 살고 싶다",장동한,율곡출판사
2017,1307,통섭적 경영교육의 비전과 실천,최무진,계명대학교 출판부
2017,1308,뱅크스토리 : 한국의 금융산업,양원근,박영사
2017,1309,보험과 자본시장의 융합,류근옥,도서출판 文英社
2017,1310,품격경영 : 선진기업의 조건,유한주,KSAM
2017,1311,(박물관·미술관) 경영전략,전영웅,민속원
2017,1312,현대인의 삶과 문화예술교육,곽삼근,집문당
2017,1313,역사 인식의 논리와 역사교육,송상헌,서울대학교출판문화원
2017,1314,민주사회와 시민을 위한 역사교육,김한종,서울대학교출판문화원
2017,1315,식민지 중등교육체제 형성과 실업교육,안홍선,교육과학사
2017,1316,"유아교육과 보육, 불평등의 묘판 : 교육과 생애기회 불평등의 근원을 찾아서",오욱환,교육과학사
2017,1317,인간현상과 인성교육의 현상학,고요한,박영story
2017,1318,학습혁명 : H 사고 ,이상오,북코리아
2017,1319,"한·일 초등학교 국어 교과서 대조연구 -어휘, 삽화, 텍스트에 나타난 양국의 사회·문화적 가치관의 차이에 주목하여-","이미숙 외, 강연실 감수",역락
2017,1320,한국 교육행정사 탐구,박수정,충남대학교출판문화원
2017,1321,조선 후기 교육사 탐구,최광만,충남대학교출판문화원
2017,1322,대한의 교육 역사 : 근대 우리 교육사를 바로 쓰기 위한 기록,안기성,학지사
2017,1323,"북한, 조선으로 다시 읽다 : 북녘에 실재하는 감춰진 사회의 심층분석",김병로,서울대학교출판문화원
2017,1324,한국전쟁 사진의 역사사회학 : 미군 사진부대의 활동을 중심으로,정근식 외,서울대학교출판문화원
2017,1325,한국민족의 기원과 형성 연구,鏞廈,서울대학교출판문화원
2017,1326,사회사/역사사회학,김백영 외,다산출판사
2017,1327,양안에서 통일과 평화를 생각하다,박명규 외 편,진인진
2017,1328,아시아는 통한다 : 흐름과 관계를 통해 본 知圖,이재열 외 엮음,진인진
2017,1329,생태복원의 인문학적 상상력,김성도 외,집문당
2017,1330,다문화주의의 사용 : 문화사회학의 관점,최종렬,한국문화사
2017,1331,마르크스의 생태학 : 유물론과 자연,"존 벨라미 포스터, 김민정 외 역",인간사랑
2017,1332,오버 데어 : 2차세계대전부터 현재까지 미군 제국과 함께 살아온 삶,"문승숙 외 엮음, 이현숙 역",그린비
2017,1333,사회적 경제와 사회적 가치 : 자본주의의 오래된 미래,고동현 외,한울아카데미
2017,1334,"저항은 예술이다 : 문화, 전기, 그리고 사회운동의 창조성","제임스 M. 재스퍼, 박형신 외 역",한울아카데미
2017,1335,젠더와 일본 사회,권숙인 외 엮음,한울아카데미
2017,1336,한국의 민주주의와 자본주의 : 불화와 공존,"민주화운동기념사업회 기획, 이병천 외 엮음",돌베개
2017,1337,외국인고용제도개선과 인권,김상호 외,집문당
2017,1338,(정치경제학 관점에서 살펴보는) 한국 복지정책 형성의 역사 : 국가와 국민생활의 변혁,김조설,인간과복지
2017,1339,안보개발국가를 넘어 평화복지국가로 : 독일의 경험과 한국의 과제,"참여사회연구소 기획, 이병천 외 엮음",사회평론
2017,1340,치료요법 문화 : 실존적 불안 시대에 취약한 주체 계발하기,"프랭크 푸레디, 박형신 외 역",한울아카데미
2017,1341,정동적 평등 : 누가 돌봄을 수행하는가,"캐슬린 린치 외, 강순원 역",한울아카데미
2017,1342,복지의 배신,"송제숙, 추선영 역",이후
2017,1343,아동 섭식행동평가 척도 표준화 및 섭식문제 현황 조사,정경미,집문당
2017,1344,위기감 : 위험지각의 새 조망 ,"Paul Slovic, 이영애 외 역",시그마프레스
2017,1345,"긍정심리학 : 인간 강점의 실현, 제2판","Martin Bolt 외, 김선주 외 역",시그마프레스
2017,1346,인지부조화 이론,"레온 페스팅거, 김창대 역",나남
2017,1347,지각체계로 본 감각,"제임스 깁슨, 박형생 외 역",아카넷
2017,1348,한국인의 스트레스 : 토착심리 탐구,박영신 외,교육과학사
2017,1349,C. G. 융 : 우리 시대 그의 신화,"마리-루이제 폰 프란츠, 이부영 역",한국융연구원
2017,1350,문제해결 : 문제를 골칫거리에서 도전거리로 변화시키기,박주용,학지사
2017,1351,음악치료 탐구 : 논점과 이해,"Kenneth S. Aigen, 김경숙 외 역",학지사
2017,1352,로도스 섬 해변의 흔적 : 고대에서 18세기 말까지 서구사상에 나타난 자연과 문화 1-4,"클래런스 글래컨, 심승희 외 역",나남
2017,1353,공간을 위하여,"도린 매시, 박경환 외 역",심산
2017,1354,탐구를 통한 지리학습 : 중등학교를 위한 교수·학습방법,"마거릿 로버츠, 이종원 역",푸른길
2017,1355,지역 정치생태학 : 환경-개발의 비판적 검토와 공동체 대안,권상철,푸른길
2017,1356,기지국가의 탄생 : 일본이 치른 한국전쟁,남기정,서울대학교출판문화원
2017,1357,정당의 생명력 : 영국 보수당,박지향,서울대학교출판문화원
2017,1358,지방정치의 이해 1-2,강원택 편,박영사
2017,1359,민주주의와 법의 지배 : 현대 입헌민주주의의 스펙트럼,김비환,박영사
2017,1360,신흥안보의 미래전략 : 비전통 안보론을 넘어서,김상배 엮음,사회평론
2017,1361,전후 한일관계 70년 : 우리는 어떻게 갈등을 극복해 왔나,최희식,도서출판 선인
2017,1362,이슬람주의와 마주 보기 : 서구의 과거에 비추어 본 정치 이슬람,"존 M. 오언 4세 , 이종삼 역",한울아카데미
2017,1363,"중국과 세계 : 국제주의, 민족주의, 외교정책",김재철,한울아카데미
2017,1364,한국의 민주화와 민주화운동 : 성공과 좌절,"민주화운동기념사업회 기획, 신명순 엮음",한울아카데미
2017,1365,빅데이터로 보는 한국정치 트렌드,조화순 외,한울아카데미
2017,1366,인권의 지평 : 새로운 인권 이론을 위한 밑그림,조효제,후마니타스
2017,1367,한국 행정학의 역할과 미래의 설계 : 회고와 발전 방향의 모색,한국행정학회 미래특별위원회 편저,法文社
2017,1368,왜 분권국가인가 : 리바이어던에서 자치공동체로,안성호,박영사
2017,1369,규범적 정책분석,김희강,박영사
