검색어 ,,,,,,,
총 525건 중 525건 출력,,,,,,,
No.,자료 유형,서명,저자,출판사,청구기호,출판년,수록 매체
267,단행본,뇌파의 이해와 응용,김도원,학지사,612.82 017노,2017,
268,단행본,동아시아 문학 속 상인 형상,박경남,소명,810.9 017갸,2017,
269,단행본,"디자인 오브 디자인 : 《맨먼스 미신》의 저자, 브룩스 교수의 설계 에세이","Brooks, Frederick P., Jr",제이펍,620.0042 017구,2017,
270,단행본,디지털 치과에서의 CAD/CAM,"Schweiger, Josef",대한나래,616.69 017가,2017,
271,단행본,미술의 눈으로 한국을 보다 : 한국현대미술에 나타난 이데올로기·소비사회·젠더·국가정체성,신채기,빛을여는책방 : 계명대학교출판부,709.51 018노,2018,
272,단행본,복지는 누구의 책임인가,"Schmidtz, David",지식공동체,361.61 018겨,2018,
273,단행본,"삼계교 연구 : 삼계교의 성립과 전개, 문헌과 사상을 중심으로",서본조진 西本照眞,운주사,294.399 017가,2017,
274,단행본,상하이 지역 자선단체의 근대적 성장과 좌절 : 1922-1954년의 홍만자회,유장근 兪長根,고려대학교 출판문화원,952.7 018겨,2018,
275,단행본,생체모방기술,김인선,계명대학교 출판부,570 017그,2017,
276,단행본,소설의 텍스트와 시점 : 일본어 서사 양식의 근대적 전환,박진수 朴眞秀,역락,813.309 017겨,2017,
277,단행본,수학교육학 용어해설집,남승인,경문사,510.7 017교,2017,
278,단행본,新 지역혁신 모델 : 스마트 거버넌스,홍순구,유원북스,352.16 017가,2017,
279,단행본,아토피피부염,김진우 金鎭宇,군자출판사,616.51 017가,2017,
280,단행본,외래마취학,대한외래마취연구회,군자출판사,617.96 018갸,2018,
281,단행본,장수기업으로 가는길,김종영,북넷,658.401 018루,2018,
282,단행본,전략적 협상 : 한국과 한국인의 협상을 위한 조언,김기홍,法文社,658.4052 017거,2017,
283,단행본,존재와 현상 : 김춘수 시의 현상학적 읽기,문혜원 文惠園,소명출판,811.1 김춘수 Y017가,2017,
284,단행본,주역 계사전 : 천하제일의 명문,김상섭,성균관대학교 출판부,181.41 017교,2017,
285,단행본,중국 근대불교학의 탄생,김영진,산지니,294.30952 017갸,2017,
286,단행본,중국의 북송시대,김학주,신아사,952.45 018가,2018,
287,단행본,한국어 문형 연구,신서인,태학사,411.5 017누,2017,
288,단행본,한국형 인재양성 모델과 경험 I : 공공부문편. 하,성균관대학교. 국정전문대학원. 토대연구 한국형 인재양성 모델 및 전략의 세계적 확산과 공유 사업단,율곡출판사,352.66 017갸,2017,
289,단행본,한국 신종교와 개벽사상,윤승용,모시는사람들,299.51 017가,2017,
290,단행본,대시보드 설계와 데이터 시각화 : 차트와 그래프를 활용한 비즈니스 데이터 분석 시나리오와 디자인 사례,"Wexler, Steve",책만,658.4038011 018가,2018,
291,단행본,천체물리학 : 복사와 기체역학,구본철,서울대학교출판문화원,523.01 018갸,2018,
292,단행본,4차산업혁명과 CRM,조준서,HUiNE,658.812 019노,2019,
293,단행본,중국 향진기업의 성장과 한계,임반석 任盤碩,해남,338.952 019가,2019,
294,단행본,두시의 장법과 격률,이영주 李永朱,明文堂,812.1 두보 Y019가,2019,
295,단행본,"중국어 어순의 지리적 변이와 유형학적인 의미 : 표준어, 방언, 인접 언어의 비교를 중심으로",강병규 姜柄圭,역락,412.5 019거,2019,
296,단행본,연꽃의 문법 : 동서비교문화론,편무영 片茂永,민속원,306 019냐,2019,
297,단행본,明末淸初 天主敎 예수회선교사의 天主敎中文小說과 索隱派 文獻 硏究,오순방 吳淳邦,숭실대학교 지식정보처 중앙도서관,812.309 019갸,2019,
298,단행본,"한국 경제발전의 문화적 기원 : 추격성장, 발전국가 그리고 문화적 혼종성",김명수 金明秀,집문당,330.951 018됴,2018,
299,단행본,읽기 장애 조기 선별검사의 측정학적 적합성 연구,여승수 呂承壽,집문당,371.9144 018가,2018,
300,단행본,"(정본완역) 두보전집. 제9권, 두보기주시기시역해 2",두보 杜甫,서울대학교출판문화원,812.1 두보 가010가,2019,
301,단행본,(포우스트-포우스트모던) 미국소설론과 작품세계 : 언어 상상력 자아탐구 공존의식,고지문,전남대학교출판문화원,823.09 018갸,2018,
302,단행본,"능호관 이인상 서화평석. 1, 회화",박희병 朴熙秉,돌베개,UML 759.951 이인상 Y018가,2018,
303,단행본,"능호관 이인상 서화평석. 2, 서예",박희병 朴熙秉,돌베개,UML 759.951 이인상 Y018가,2018,
304,단행본,상원연등회와 중동팔관회 : 성격 재조명 및 절차 역주,김종명 金鍾明,한국학중앙연구원출판부,394.25 018갸,2018,
305,단행본,설화속의 인물과 동물 연구,김종대 金宗大,민속원,398.20951 018냐,2018,
306,단행본,"아리랑과 지역문화 : 故 장전 김기현 교수, 아리랑을 말하다",김기현 金畿鉉,민속원,811.918 018겨,2018,
307,단행본,윌리엄 버틀러 예이츠 자서전 : 〈유년기와 청소년기에 대한 회상〉과 〈휘장의 떨림〉,"Yeats, W. B. (William Butler)",한국문화사,821 Y34Y 018가,2018,
308,단행본,전기 중고음 : 『세설신어』 대화문 용자의 음운대립,이승재 李丞宰,일조각,411.1 018가,2018,
309,단행본,최소주의와 최후의 수단,김광섭,한국문화사,425 018규,2018,
310,단행본,퍼포먼스 드라마투르기,한국드라마학회,태학사,792.0233 018거,2018,
311,단행본,한국고전문학과 불교,김기종 金己宗,동국대학교출판부,811.909 019규,2019,
312,단행본,(4차 산업혁명과) 글로벌 핀테크 for 창업,김영국,박영사,332.0285 018고,2018,
313,단행본,4차 산업혁명과 기술경영 : 혁신과 성장,김대수,한경사,658.57 019가,2019,
314,단행본,開港以後 煙臺 貿易의 發展과 韓中交流 硏究 : 1861~1910,유창 劉暢,景仁文化社,398.0952 018가,2018,
315,단행본,건강심리학,김미리혜,시그마프레스,616.0019 018가,2018,
316,단행본,교육은 왜 실패하는가 : 인지혁명과 희망교육으로의 전환,"Olson, David R.",양서원,370.92 B835 018가,2018,
317,단행본,국제질서 변화와 유엔의 평화·안보 거버넌스,정은숙 鄭銀淑,선인,327.172 019갸,2019,
318,단행본,기본권론,장영철,화산미디어,법학도 342.085 018교,2018,
319,단행본,꿈의 사회학,박명규,다산출판사,301 018뉴,2018,
320,단행본,남과 북의 서로주체적 통합,김학노,사회평론아카데미,320.951 018주,2018,
321,단행본,내생적 혁신 : 혁신은 우리 곁에 있는가,한국과학기술원. 기술경영전문대학원,율곡출판사,658.4063 018누,2018,
322,단행본,다차원적·통합적 협상모델 : '사회적 합의 방법론과 적용'을 중심으로,조주은,박영사,302.3 019고,2019,
323,단행본,동아시아 발전국가모델의 재구성,임혜란,서울대학교출판문화원,330.95 018거,2018,
324,단행본,리더십 : 분석수준 관점,김경수,전남대학교출판문화원,658.4092 019머,2019,
325,단행본,마음의 새로운 과학 : 인지혁명의 역사,"Gardner, Howard",서울대학교출판문화원,153 018교,2018,
326,단행본,무형재산권론,오한동 吳漢東,진원사,법학도 346.048 018뇨,2018,
327,단행본,미국 교육학의 정체,이홍우 李烘雨,교육과학사,UML 370.973 018갸,2018,
328,단행본,발달심리학,성은현,학지사,155 019갸,2019,
329,단행본,"사고 : 추리, 판단, 결정",도경수,학지사,153.42 019그,2019,
330,단행본,새마을운동의 세계화 : 사회적 혁신을 통한 공익가치의 창조,노화준 盧化俊,法文社,307.1 018가,2018,
331,단행본,애착 정신화하기 인간중심의 상담 : 심리상담효과의 비밀,"Allen, Jon G",학지사,616.8521 019거,2019,
332,단행본,"야간경제, 도시의 밤을 깨우다",정은주,전남대학교출판문화원,307.76 018더,2018,
333,단행본,양형의 이론과 실제,이진국,피앤씨미디어,법학도 345.077 018갸,2018,
334,단행본,언어 중심의 교과 융합 교육,구본관,사회평론아카데미,UML 371.3 018교,2018,
335,단행본,역사교육과 국가이미지,강택구,선인,907 018겨,2018,
336,단행본,응용 인지심리학,박창호,학지사,153 018구,2018,
337,단행본,인지학습 심리검사의 이해,박창호,학지사,150.287 019거,2019,
338,단행본,조선 성균관 학교문화,장재천 張在天,박영Stoory : 피와이메이트,370.951 019그,2019 / 중판,
339,단행본,집합적 행정논리와 사회적 자본 담론,박종화 朴鍾和,대영문화사,351 018규,2018,
340,단행본,창의력 : 잠재능력의 이론과 교육,김영채 金濚埰,윤성사,153.35 019규,2019,
341,단행본,한국 미술교육의 지평,김형숙,교육과학사,707 018가,2018,
342,단행본,한국 지리교육과정의 쟁점과 전망,박선미,문음사,910.7 018갸,2018,
343,단행본,한국과 일본에서 행정소송법제의 형성과 발전,하명호 河明鎬,홍진기법률연구재단 : 경인문화사,법학도 342.066 018기,2018,
344,단행본,현대 행정의 가치와 윤리,김호섭,대영문화사,351 019거,2019,
345,단행본,"우리말 문법, 그 총체적 모습",고영근 高永根,집문당,411.5 018느,2018,
346,단행본,정철호 신민요 작곡법,정철호,채륜,음악도(BA) 789.94 018가,2018,
347,단행본,조선시대 궁중음악의 문화사적 고찰,김종수 金鍾洙,민속원,음악도 789.9 018겨,2018,
348,단행본,태평한 변방 : 고려의 對거란 외교와 그 소산,이미지,景仁文化社,951.4 018냐,2018,
349,단행본,한국어 의미 관계 형태론,최형룡 崔炯龍,역락,411.5 018니,2018,
350,단행본,휘모리잡가,송은도,민속원,음악도 789.94 018겨,2018,
351,단행본,(교양인의) 식생활과 건강,이정실,백산출판사,613.2 018그,2018,
352,단행본,(달인이 될 수 있는) 상악동거상술,김여갑,대한나래출판사,617.693 018가,2018,
353,단행본,(맥도날드와 에버리의) 소아 및 청소년을 위한 치과학,"Dean, Jeffrey A. (Jeffrey Alan)",지성출판사,617.645 018가,2018,
354,단행본,(보건관계자라면 꼭 알아야 할) 의료법 판례정리,여정현,신일서적,법학도 344.04 019거,2019,
355,단행본,(오박사의) 요역동학검사 해석 : 증례를 통한 가이드,오승준,범문에듀케이션,UML 616.62 018가,2018,
356,단행본,(인간과 자연을 위한) 하천공학,우효섭,청문각 : 교문사,627.12 018거,2018,
357,단행본,(파이썬과 함께 배우는) 신호와 시스템,남승현,홍릉과학출판사,621.3822 019가,2019,
358,단행본,3차원 반도체,근등화부 近藤和夫,씨아이알,621.38152 018거,2018,
359,단행본,ARM Cortex-M4 프로세서 이해 및 실습 : Mbed-OS와 Nucleo 보드를 이용한 실습,이종원,홍릉과학출판사,005.43 019고,2019 / 수정판,
360,단행본,고급전력전자공학,이교범,문운당,621.317 019가,2019,
361,단행본,교정치료의 안정성과 유지 및 재발,"Katsaros, Christos",지성출판사,617.643 019가,2019,
362,단행본,권법 바이블 : ≪기효신서≫를 통해 본 고전 권법,최복규,한국학술정보,796.815 018가,2018,
363,단행본,네트워크 가상화의 모든 것 : SDN을 만난 NFV,"Chayapathi, Rajendra",에이콘,004.65 018가,2018,
364,단행본,뇌종양학,대한뇌종양학회,대한뇌종양학회 : 군자출판사,616.99481 018가,2018,
365,단행본,러시아 정교회 건축과 예술 : arkhitektura i iskusstvo,김상현 金相賢,민속원,726.50947 018가,2018,
366,단행본,르코르뷔지에의 건축 수업,이관석 李官錫,문운당,720.7 018가,2018,
367,단행본,미분다양체,조용승,Kyowoo,516.36 019가,2019,
368,단행본,산부인과 내시경학,대한산부인과내시경학회,대한산부인과내시경학회 : 군자출판사,618.10597 018가,2018 / 3rd ed,
369,단행본,소화기내시경 진단 아틀라스 : 상부위장관,전훈재,대한의학,616.33 019가,2019,
370,단행본,소화기내시경 진단 아틀라스 : 하부위장관,전훈재,대한의학,616.33 019갸,2019,
371,단행본,수리암호학 개론,김명환,경문사,652.8 019가,2019,
372,단행본,"수분, 전해질 및 산염기의 장애 : 진단 및 치료에 대한 편람",한진석,일조각,UML 616.61 018가,2018,
373,단행본,시간눈금과 원자시계,이호성,청문각 : 교문사,529.7 018가,2018,
374,단행본,심뇌혈관질환 : 예방 지침서,대한심뇌혈관질환예방학회,대한심뇌혈관질환예방학회,616.81 019가,2019,
375,단행본,에너지와 기후변화,최기련 崔基鍊,자유아카데미,333.79 018규,2018,
376,단행본,엔터프라이즈 데이터 레이크 구축 : 람다 아키텍쳐 기반의 엔터프라이즈 데이터 레이크 구축 가이드,"John, Tomcy",에이콘,UML 004.36 018가,2018,
377,단행본,이비인후과학 : 이과,대한이비인후과학회,대한이비인후과학회 : 군자출판사,617.51 018가,2018 / 개정2판,
378,단행본,이비인후과학 : 비과,대한이비인후과학회,대한이비인후과학회 : 군자출판사,UML 617.51 018갸,2018 / 개정2판,
379,단행본,이비인후과학 : 두경부,대한이비인후과학회,대한이비인후과학회 : 군자출판사,617.51 018거,2018 / 개정2판,
380,단행본,자원리사이클링공학,손호상,경북대학교출판부,628.4458 019갸,2019,
381,단행본,전기경련치료 : 이론과 실제,김용식,서울대학교출판문화원,616.89122 019가,2019,
382,단행본,전력시스템 운용,"Wood, Allen J",북코리아,621.31 018갸,2018,
383,단행본,전쟁사의 수학적 분석과 평가 : 승리의 조건을 찾아서,권오정,Kyowoo,510.1 019갸,2019,
384,단행본,주기선형계 : 연속계와 이산계의 융합,신정선,경문사,519.72 018가,2018,
385,단행본,지속가능성장을 위한 업사이클링 패션디자인,배수정,전남대학교출판문화원,746.92 018겨,2018,
386,단행본,턱관절장애와 수술교정,김영균,대한나래출판사,617.522 018가,2018,
387,단행본,하이 퍼포먼스 스파크 : 클러스터 규모 확장을 위한 우수 사례와 아파치 스파크 최적화,"Karau, Holden",제이펍,006.312 018냐,2018,
388,단행본,(하폐수처리를 위한) MBR(분리막 생물반응) 이론과 실무,박희등,KSCE PRESS,UML 628.3 018가,2018,
389,단행본,"한국의 균류. 3, 담자균류 : 주름버섯목",조덕현,한국학술정보,579.5 018가,2018,
390,단행본,韓國傳染病史. 2,대한감염학회,大韓感染學會 : 군자출판사,614.4951 009가,2018,
391,단행본,한약 라틴어,이영종 李暎鍾,의방출판사,619.4 019가,2019 / 개정판,
392,단행본,항노화와 건강기능식품,김교남,창지사,613.2 019구,2019,
393,단행본,"화약의 이론과 실제 : 화약 기술에 대한 체계적인 이론적, 실제적 지침서",이영호,아이워크북,662.2 018가,2018,
394,단행본,정책기조의 탐구 : 정책아이디어로서의 정책패러다임,박정택 朴正澤,박영사,352.34 019거,2019 / 중판,
395,단행본,Introduction to display engineering,"Yi, Junsin",Hongreung,621.38142 019a,2019,
396,단행본,Topology,"Cho, Yongseung",Kyowoo,514 019a,2019,
397,단행본,소프트웨어공학 이야기,차성덕,홍릉,005.1 020더,2020,
398,단행본,(당송시대의) 신앙과 사회,김상범,신서원,952.42 019가,2019,
399,단행본,주권과 국제정치 : 근대 주권국가체제의 제국적 성격,전재성,서울대학교출판문화원,327 019냐,2019,
400,단행본,근거기반간호 총론,오의금,HN미디어,610.73 019그,2019,
401,단행본,통일 대비 국어교육과 한국어교육,박갑수 朴甲洙,역락,411.07 019냐,2019,
402,단행본,한국어 정보구조 연구,최윤지,태학사 : 國語學會,411.5 019너,2019,
403,단행본,"(譯註) 禮記淺見錄. 1, 曲禮上·曲禮下·檀弓上·檀弓下",권근 權近,學古房,390.92 019갸,2019,
404,단행본,"(譯註) 禮記淺見錄. 2, 王制·月令·曾子問·文王世子",권근 權近,學古房,390.92 019갸,2019,
405,단행본,"(譯註) 禮記淺見錄. 3, 禮運·禮器·郊特牲·內則",권근 權近,學古房,390.92 019갸,2019,
406,단행본,"(譯註) 禮記淺見錄. 4, 玉藻·明堂位·喪服小記·大傳·少儀·學記",권근 權近,學古房,390.92 019갸,2019,
407,단행본,"(譯註) 禮記淺見錄. 5, 樂記上·樂記下·雜記上·雜記下·喪大記",권근 權近,學古房,390.92 019갸,2019,
408,단행본,"(譯註) 禮記淺見錄. 6, 祭法·祭義·祭統·經解·哀公問·仲尼燕居·孔子閒居·坊記·中庸·表記·緇衣",권근 權近,學古房,390.92 019갸,2019,
409,단행본,"(譯註) 禮記淺見錄. 7, 奔喪·問喪·服問·間傳·三年問·深衣·投壺·儒行·大學·冠義·昏義·鄕飮酒義·射義·燕義·聘義·喪服四制",권근 權近,學古房,390.92 019갸,2019,
410,단행본,(완역) 한유시전집. 上,한유 韓愈,역락,812.1 한유 가019가,2019,
411,단행본,(완역) 한유시전집. 下,한유 韓愈,역락,812.1 한유 가019가,2019,
412,단행본,(『老乞大』와 『朴通事』 언해서의) 중국어음 연구,신용권 愼鏞權,서울대학교출판문화원,412 019겨,2019,
413,단행본,경성신사를 거닐다 : 일본제국과 식민지 신사,문혜진 文慧珍,민속원,951.6 019므,2019,
414,단행본,내세 지향적 문화와 현세 지향적 문화 : 『햄릿』의 동아시아적 수용,이덕수,영남대학교출판부,822.33 H18Y 019가,2019,
415,단행본,"네팔, 힌두왕국에서 인민의 나라로",박정석 朴正石,민속원,954.96 019거,2019,
416,단행본,다산 정약용의 역학이론,임재규 林在圭,심산,181.41 019그,2019,
417,단행본,만문노당 : 태조. 1,김주원,서울대학교출판문화원,952.61 019가,2019,
418,단행본,만문노당 : 태조. 2,김주원,서울대학교출판문화원,952.61 019가,2019,
419,단행본,(말뭉치를 기반으로 한) 한국어 시간관계 연결어미와 그 중국어 대응 양상 연구,이초 易超,夏雨,411.5 019녀,2019,
420,단행본,송대 시학,이치수 李致洙,역락,812.109 020갸,2020,
421,단행본,언어접촉과 현대중국어 차용어,김석영,역락,412.2 020갸,2020,
422,단행본,열반종요,원효 元曉,세창출판사,294.3823 019나,2019,
423,단행본,원대 중후기 정치사 연구,권용철 權容徹,온샘,952.51 019갸,2019,
424,단행본,이민자 의식과 토박이 의식 : 미국 소수민족 소설을 중심으로,장정훈,동인,823.09 020교,2020,
425,단행본,제국 속의 제국 : 미국의 해외선교와 한국의 음악교육,허지연 許智姸,민속원,음악도 780.951 019겨,2019,
426,단행본,조선 통신사가 본 일본의 세시민속,노성환 魯成煥,민속원,394.20953 019가,2019,
427,단행본,한국 무형문화유산의 학술적 토대 연구 : 전통문화의 상징과 정체성을 중심으로,김형민,민속원,390.0951 020가,2020,
428,단행본,한국 신석기시대 사회 문화상 연구 : 한국 신석기문화에 대한 새로운 해석과 종합적 이해,신종환 申鍾煥,학연문화사,951.2 019규,2019,
429,단행본,(4차 산업혁명 시대의) 기술혁신과 규제정책,이원우,弘文社,338.064 019기,2019,
430,단행본,(경계선 인성장애를 위한) 전이초점 심리치료 임상 가이드,"Yeomans, Frank E.",학지사,616.85852 019갸,2019,
431,단행본,(정신증의) 로샤 평가,"Kleiger, James H.",학지사,155.2842 020가,2020,
432,단행본,(한국기업의) 글로벌경영 사례,오금식,法文社,658.18 019겨,2019,
433,단행본,MMPI-2 해설서,"Friedman, Alan F",학지사,155.283 020갸,2020,
434,단행본,검색광고의 이해,권오윤,한울아카데미 : 한울엠플러스,659.14 019갸,2019,
435,단행본,경제 원리의 두 길 : 자연·인성·경제의 상호관계와 변화의 원리 분석,박우희 朴宇熙,서울대학교출판문화원,330.1 019녀,2019,
436,단행본,공동자원의 영역들,최현,진인진,333.7 019갸,2019,
437,단행본,국가주의 시대의 경제와 사회 : 미군정에서 3공화국까지. 1,전용덕 田溶德,해남,330.951 019도,2019,
438,단행본,국가주의 시대의 경제와 사회 : 미군정에서 3공화국까지. 2,전용덕 田溶德,해남,330.951 019도,2019,
439,단행본,국민국가를 넘어서 : 근대정치의 시공간적 전환을 위하여,홍태영,진인진,320.1 019기,2019,
440,단행본,국어 문법 교육 내용화 연구,이관희,집문당,411.507 019가,2019,
441,단행본,"대한민국, 무엇이 위기인가 : 이 시대의 국가적 상황에 대한 정치철학적 성찰",양승태,철학과현실사,320.951 020수,2020,
442,단행본,디지털 비즈니스 트랜스포메이션 : 4차 산업혁명시대의 경영 이해,이완형,교문사,658.4063 019도,2019,
443,단행본,리더십의 이해,윤방섭 尹仿燮,학현사,658.4092 019미,2019,
444,단행본,민법개정안 연구,김재형,박영사,법학도 346 019디,2019,
445,단행본,보통법,"Holmes, Oliver Wendell",한국문화사,법학도 340.57 019가,2019,
446,단행본,사회복지의 전환,김윤태,한울아카데미 : 한울엠플러스,361 019교,2019,
447,단행본,사회적 가치 : 문명론적 성찰과 비전,김경동 金璟東,푸른사상,303.372 019갸,2019,초록
448,단행본,생태복지국가를 향하여,홍성태,진인진,361.65 019거,2019,
449,단행본,서양 고대교육사,"Marrou, Henri Irénée",교육과학사,370.9 019갸,2019,
450,단행본,세계경제의 성장과 위기구조 : 세계경제 이해를 위하여,김일식 金日植,박영사,337 019기,2019,
451,단행본,스마트 경영학,최진남,생능,658 019그,2019,
452,단행본,여성과 경제 : 한국에서 여성 호모에코노미쿠스로 살기,홍태희,박영사,330.082 020가,2020,
453,단행본,인간의 심성교육,"Schiller, Friedrich",교육과학사,111.85 019규,2019,
454,단행본,일본 교육법학,고전 高鐫,박영story : 피와이메이트,법학도 344.5307 019가,2019,
455,단행본,지배와 정의에 관한 일반이론,"Lovett, Frank",박영사,303.3 019거,2019,
456,단행본,지식공동체 한국경제시스템을 꿈꾸며,배재수,박영사,330.951 019됴,2019,
457,단행본,창조신화 : 인간 내면에서 이루어지는 의식화과정의 모델,"Franz, Marie-Louise von",한국융연구원,201.3 019갸,2019,
458,단행본,초국적 공간에서의 경계 재생산 그리고 귀환,방미화,한국학술정보,325.2510952 019고,2019,
459,단행본,통합심신치유학 : 실제편,안희영,학지사,615.851 020갸,2020,
460,단행본,피에르 부르디외와 교육,김영화 金榮和,교육과학사,306.43 020거,2020,
461,단행본,한국 도서관사 : 고대~근·현대시대,송승섭,한국도서관협회,027.051 019가,2019,
462,단행본,한국과 아시아의 시각에서 본 유럽연합 민·상사 법제의 빅뱅과 도전,김용진,충남대학교출판문화원,법학도 346.24 019가,2019,
463,단행본,한국적 지역공동체 사례연구 : 복내이리송계,배수호 裵壽鎬,태학사,307.72 019구,2019,
464,단행본,행정법 도그마틱,"Schmidt-Assmann, Eberhard",法文社,법학도 342.4306 020가,2020,
465,단행본,행정법 방법론,문병효,박영사,법학도 342.06 020라,2020,
466,단행본,헌법과 국가정체성,성낙인 成樂寅,박영사,법학도 342 019뷰,2019,
467,단행본,20세기 시인의 한시 번역과 수용,정소연,한국문화사,811.91 019냐,2019,
468,단행본,고려시대 군사제도 연구,권영국 權寧國,경인문화사,951.4 019노,2019,
469,단행본,"나의 장례식 : 自挽詩, 나의 죽음 소유하기",임준철 林濬哲,고려대학교출판문화원,811.91 019나,2019,
470,단행본,발견을 위한 한국어 단어형성론,정한데로,서강대학교출판부,411.5 019노,2019,
471,단행본,신라의 영역지배 편성과정과 외위,이부오 李富五,서경문화사,951.33 019교,2019,
472,단행본,창조하는 학문의 길,조동일 趙東一,지식산업사,001.2 019갸,2019,
473,단행본,한국 가면극의 음악,임혜정 林慧庭,민속원,음악도 789.9 019겨,2019,
474,단행본,한국근대문학의 '변경'과 접촉지대,김현주 金賢珠,보고사,811.09 019며,2019,
475,단행본,한국어 용언 활용 체계의 형태음운론적 변화,정경재,태학사 : 國語學會,411.5 019뇨,2019,
476,단행본,현장 방언과 문헌 방언 연구,백두현 白斗鉉,역락,411.7 020겨,2020,
477,단행본,"(Design expert, Minitab과 R을 활용한) 실험계획법",임용빈,자유아카데미,519.50285 020됴,2020,
478,단행본,(동양인의) 더모스코피,대원국장 大原國章,정우의학서적,616.5 019가,2019,
479,단행본,(마츠모토 유키히로의) 프로그래밍 언어 만들기 : Ruby 및 Streem을 통한 언어 제작 과정 살펴보기,송본행홍 松本行弘,에이콘,005.13 019가,2019,
480,단행본,Machine gun voices : favelas and utopia in Brazilian gangster funk,"Sneed, Paul",SNU Press,307.3364 019a,2019,
481,단행본,The evolution of modern English drama : from enlightenment to the sublime,황훈성,SNU Press,822.09 020a,2020,
482,단행본,(알수록 재미있는) 신경학,대한신경과학회,범문에듀케이션,616.8 019갸,2019,
483,단행본,Democracy in crisis,김경동,Baiksan Publishing House,321.8 019e,2019,
484,단행본,(인공지능 시대의) 회전기기 진단 : 전원신호 분석 기법을 활용,정재천,GS인터비전,621.46 020가,2020,
485,단행본,(증례로 배우는) 수면장애,김지현,범문에듀케이션,616.8498 020가,2020,
486,단행본,(標點懸吐譯注) 醫門棒喝,장남 章楠,물고기숲,619 019갸,2019,
487,단행본,(프로젝트 기반의) 통계적 문제 해결,고승곤 高承坤,Kyowoo,658.403 020겨,2020,
488,단행본,4차산업혁명과 교육,김진수,공감북스,303.483 019바,2019,
489,단행본,게임엔진 아키텍처 : 게임 프로그래밍 전공필수 교과서,"Gregory, Jason",홍릉과학출판사,794.81526 019너,2019,
490,단행본,교정치료학 : 기본치료개념,"Wichelhaus, Andrea",대한나래출판사,617.643 019갸,2019,
491,단행본,구강악안면병리학,대한구강악안면병리학회,대한나래출판사,617.522 019가,2019,
492,단행본,구조심질환 매뉴얼,구조심질환연구회,메디컬에듀케이션,616.12 020가,2020,
493,단행본,국제 수학교육 연구 핸드북,"English, Lyn D",Kyowoo,510.71 019겨,2019,
494,단행본,궁금한 D&A 이야기 : DNA증거를 찾아라!,임시근,성균관대학교출판부,363.258 019갸,2019,
495,단행본,기본입자를 찾아서,"Wolfenstein, L. (Lincoln)",전남대학교출판문화원,539.72 020가,2020,
496,단행본,다낭성 난소증후군,최영민,군자출판사,618.11 020가,2020,
497,단행본,대학 혁신을 위한 빅데이터와 학습분석 : 이론과 실제,"Daniel, Ben Kei",시그마프레스,378.007 019가,2019,
498,단행본,"데이터 사이언스 디자인 매뉴얼 : 초보자를 위한 직관적 설명, 수학증명 접근","Skiena, Steven S",홍릉과학출판사,006.312 019노,2019,
499,단행본,도시개발 이론과 실무,김석명,KSCE Press,711.4 019듀,2019,
500,단행본,(북한의) 농업정책과 식량문제,차종환 車鍾煥,문운당,338.18518 019가,2019,
