년도,부문,분야,도서명,저자,출판사,출판일,가격,예상독자,ISBN
2023,학술,총류,10대를 위한 데이터 과학 with 엔트리 : 일상의 문제를 데이터로 해결해보자!,"구덕회, 김갑수, 김정은, 좌하은",(주)잇플ITPLE,2022-10-20,26500,초등,9791191198256
2023,학술,총류,"24단계 실습으로 정복하는 쿠버네티스 : 헬름, 로키, 프로메테우스 등 현장에서 바로 활용할 수 있는 쿠버네티스 도구 활용법",이정훈,위키아카데미,2022-11-10,28000,성인,9791158393717
2023,학술,총류,ChatGPT로 시작하는 대화형 인공지능 활용법,김상윤,에이콘출판(주),2023-05-31,22000,성인,9791161757414
2023,학술,총류,GraphQL과 타입스크립트로 개발하는 웹 서비스 : 설계부터 개발 &middot; 배포까지 따라 하며 완성하는 웹 풀스택 개발,강화수,주식회사 비제이퍼블릭,2022-10-14,25000,성인,9791165921774
2023,학술,총류,IT 비전공자를 위한 파이썬 업무 자동화(RPA),비현코 (김우현),디지털북스,2023-04-30,26000,성인,9788960884250
2023,학술,총류,XAI 설명 가능한 AI : 주요 파이썬 라이브러리를 활용한 개별 기술 학습과 실습까지,오오쓰보 나오키 외 8인 / 김대희,주식회사 비제이퍼블릭,2022-11-24,27000,성인,9791165921644
2023,학술,총류,가장 쉬운 독학 알고리즘 첫걸음 : 파이썬편 : 코딩 테스트에 대비하는 25가지 기초 알고리즘과 최적화,마스이 도시카츠 / 박광수(아크몬드),동양북스,2022-05-13,23500,성인,9791157688050
2023,학술,총류,기업의 DX와 5G : 기업의 디지털 혁신을 위한 5G 자가망 사례 및 도입/구축 입문서,"최성남, 안철주, 육영수",에이콘출판(주),2023-03-03,35000,성인,9791161757308
2023,학술,총류,"김기현의 딥러닝 부트캠프 with 파이토치 : 기초부터 수식, 실습까지 담은 올인원 딥러닝 입문 교과서",김기현,한빛미디어 (주),2022-08-30,38000,성인,9791169210140
2023,학술,총류,"나는 처세술 대신 데이터 분석을 택했다 : 쉽게 이해하고 활용할 수 있는 AI, Big Data 입문서",정경문,로드북,2023-04-12,25000,성인,9791198268600
2023,학술,총류,누구나 쉽게 배우는 인공지능 스타트,박동규,인피니티북스(주),2022-07-25,27000,성인,9791192373041
2023,학술,총류,눈 떠보니 메타버스 젭(ZEP) 마스터 : 메타버스 젭(ZEP) 플랫폼 활용 가이드,"최재용, 진성민",도서출판 광문각,2022-06-30,20000,성인,9788970932194
2023,학술,총류,"데이터 사이언티스트 실전 노트 : 데이터의 핵심부터 포트폴리오까지, 한 권으로 돌파하기",이지영,주식회사 비제이퍼블릭,2022-06-29,30000,성인,9791165921521
2023,학술,총류,데이터로 말해요! 데이터 중심의 사고 &middot; 기획 &middot; 보고의 기술,김철수,위키북스,2023-01-10,18000,성인,9791158393960
2023,학술,총류,도서관이란 무엇인가?,이제환,도서출판태일사,2023-02-20,16000,성인,9791187268673
2023,학술,총류,모두를 위한 메타러닝 : PyTorch를 활용한 Few-shot 학습 모델과 빠른 강화학습 에이전트 만들기,정창훈 외 5인,위키북스,2022-10-25,26000,성인,9791158393670
2023,학술,총류,모두의 깃&amp;깃허브 : 누구나 쉽게 시작하는 git&amp;github 버전 관리,강민철,(주)도서출판 길벗 ,2022-07-25,20000,성인,9791140700691
2023,학술,총류,삐뽀삐뽀 보안 119,문광석,주식회사 제이펍,2022-09-06,29000,성인,9791192469218
2023,학술,총류,생활 속 예제로 배우는 생생 데이터 분석,조인석,한빛아카데미(주),2023-01-01,23000,성인,9791156646310
2023,학술,총류,유니티를 활용한 메타버스 교과서,"김영일, 임상국",길벗캠퍼스,2023-01-10,29000,성인,9791140702695
2023,학술,총류,인공지능 소프트웨어 품질 보증을 위한 테스트 기법,"사토 나오토, 오가와 히데토, 구루마 히로노부, 묘진 도모유키 / 황석형",주식회사 제이펍,2023-03-02,26000,성인,9791192469812
2023,학술,총류,인공지능은 게임을 어떻게 움직이는가? : 플레이어를 몰입하게 만드는 전략 게임의 인공지능 기술,미야케 요이치로 / 안동현,이지스퍼블리싱(주),2022-06-30,18000,성인,9791163033790
2023,학술,총류,자율주행차량의 비전과 행동,"루카 벤투리, 크리쉬토프 코르다 / 김은도, 신지호, 박희웅, 이승열, 박세진",에이콘출판(주),2023-04-28,40000,성인,9791161757513
2023,학술,총류,재난만큼 위험한 AI 오류 인공지능 안전성에 주목하라,김창익,도서출판 홍릉,2023-05-19,19000,성인,9791156000976
2023,학술,총류,제로 트러스트 보안 : 기업 환경에서의 보안 운영,"제이슨 가비스, 제리 채프먼 / 서도현",에이콘출판(주),2023-01-31,35000,성인,9791161757223
2023,학술,총류,"좋은 코드, 나쁜 코드 : 프로그래머의 코드 품질 개선법",톰 롱 / 차건회,주식회사 제이펍,2022-05-26,30000,성인,9791191600896
2023,학술,총류,죽음의 시공간 : 삶 너머의 의료인문학,최성민 외 5인,도서출판 모시는사람들,2023-03-15,15000,성인,9791166291562
2023,학술,총류,중독 조절을 위한 독서치료 : 주제별 독서치료 시리즈(5) - 중독,"임성관, 김은하, 양경미, 이현정",시간의물레,2022-12-12,22000,성인,9788965114130
2023,학술,총류,책의 나라 조선의 출판혁명(1-2),황태연,한국문화사,2023-02-28,78000,성인,"9791169191012(1권), 9791169191029(2권)"
2023,학술,총류,챗GPT와 썸타기 : 놀랄 만큼 쉬운 챗GPT 활용법,한선관 외 5인,(주)성안당,2023-05-31,19000,성인,9788931559859
2023,학술,총류,컴퓨터 비전과 딥러닝,오일석,한빛아카데미(주),2023-01-05,39000,성인,9791156645481
2023,학술,총류,클라우드 네이티브 애플리케이션 디자인 패턴 : 애플리케이션의 배포와 운영을 고려한 7가지 설계 패턴,"카순 인드라시리, 스리스칸다라자 수호티얀 / 박수현",한빛미디어 (주),2022-06-02,28000,성인,9791162245675
2023,학술,총류,클라우드 네이티브 프로그래밍을 위한 쿠버네티스 개발 전략 ,허준,주식회사 도서출판인사이트,2022-11-09,22000,성인,9788966263714
2023,학술,총류,테라폼으로 시작하는 IaC : 테라폼 입문부터 실무 적용까지 올인원 가이드,"김민수, 김재준, 이규석, 이유종",한빛미디어 (주),2023-05-30,30000,성인,9791169211123
2023,학술,총류,파이썬 코드로 배우는 Git&amp;Github : 협업하는 개발자를 위한 버전 관리 지침서,유광명,영진닷컴,2022-12-10,20000,성인,9788931467659
2023,학술,총류,"파이썬, 알고리즘, 객체지향, 코딩의 기술",장무경,로드북,2022-12-23,35000,성인,9791197888014
2023,학술,총류,파이썬을 활용한 머신러닝 자동화 시스템 구축,GIL&#39;s LAB,위키아카데미,2022-08-31,28000,성인,9791158393427
2023,학술,총류,필요한 것만 골라 배우는 모던 C++,페터 고칠링 / 류광,주식회사 도서출판인사이트,2022-10-12,44000,성인,9788966263684
2023,학술,총류,한눈에 보이는 블록체인 그림책,"한선관, 이정원, 장명현",(주)성안당,2022-11-16,23000,성인,9788931558678
2023,학술,철학/심리학/윤리학,"개벽의 사상사 : 최제우에서 김수영까지, 문명전환기의 한국사상",강경석 외 10인,(주)창비,2022-05-20,22000,성인,9788936479107
2023,학술,철학/심리학/윤리학,"니체, 그의 철학과 건강의 메타포 : 건강의 메타포로 니체의 철학을 이해하다",이상범,북코리아 출판사,2023-01-20,29000,성인,9788963249896
2023,학술,철학/심리학/윤리학,다르마키르티의 인식론평석 : 종교론,권서용,(주)그린비출판사,2023-02-28,28000,성인,9788976828170
2023,학술,철학/심리학/윤리학,대동민주주의와 21세기 유가적 비판이론의 모색,나종석,예문서원,2023-04-07,69000,성인,9788976464798
2023,학술,철학/심리학/윤리학,데리다의 동물 타자,임은제,(주)그린비출판사,2022-10-11,19800,성인,9788976826923
2023,학술,철학/심리학/윤리학,"도덕 발달과 실재 : 콜버그, 호프만, 하이트 이론을 넘어서","존 깁스 / 정창우, 이인태, 김윤경",교육과학사,2023-02-10,29000,성인,9788925417684
2023,학술,철학/심리학/윤리학,도덕성 : 논제 10가지,김태훈,글로벌콘텐츠,2023-05-30,22000,성인,9791158523879
2023,학술,철학/심리학/윤리학,"동북아, 니체를 만나다",김정현 외 6인,책세상,2022-12-20,22000,성인,9791159318757
2023,학술,철학/심리학/윤리학,"메가라학파 : 변증가, 쟁론가 혹은 소피스트",김유석,아카넷,2022-05-16,28000,성인,9788957337899
2023,학술,철학/심리학/윤리학,불교와 정신분석 ,제레미 사프란 / 이성동,도서출판 씨아이알,2022-09-07,28000,성인,9791168560864
2023,학술,철학/심리학/윤리학,설명,"여영서, 이영의, 전영삼, 최원배",도서출판 서광사 ,2022-08-10,15000,성인,9788930623841
2023,학술,철학/심리학/윤리학,신유물론 : 몸과 물질의 행위성,김종갑 외 8인,필로소픽,2022-06-30,20000,성인,9791157832613
2023,학술,철학/심리학/윤리학,아리스토텔레스 선집,"아리스토텔레스 / 조대호, 유재민, 김재홍, 임성진, 김헌",도서출판 길,2023-04-25,60000,성인,9788964452585
2023,학술,철학/심리학/윤리학,아리스토텔레스의 심리철학,유원기,아카넷,2023-04-10,32000,성인,9788957338476
2023,학술,철학/심리학/윤리학,"의심하는 인간 : 확증편향의 시대, 인간에 대한 새롭고 오래된 대답",박규철,추수밭,2022-06-29,20000,성인,9791155402054
2023,학술,철학/심리학/윤리학,인공지능과 로봇의 윤리,고인석,세창출판사,2022-08-30,25000,성인,9791166841248
2023,학술,철학/심리학/윤리학,인성교육의 철학과 방법,박재순,도서출판 동연,2022-11-21,28000,성인,9788964478363
2023,학술,철학/심리학/윤리학,자연문화와 몸,몸문화연구소(김종갑 외 8인),헤겔의휴일,2022-06-30,20000,성인,9791197834400
2023,학술,철학/심리학/윤리학,자연법 연구 : 도덕의 원류를 찾아서,진교훈,철학과현실사,2022-09-30,20000,성인,9788977758629
2023,학술,철학/심리학/윤리학,점필재 김종직의 도학 다시보기,정경주 외 7인,도서출판 문사철,2022-06-30,30000,성인,9791192239095
2023,학술,철학/심리학/윤리학,정역심법 : 한대와 송대를 잇는 역학,"마의도자, 진단 / 이봉호, 이대승",파라아카데미,2023-03-15,27000,성인,9791188509676
2023,학술,철학/심리학/윤리학,중국사상과 죽음 이데올로기 : 나는 존재하는가,정진배,성균관대학교 출판부,2022-10-30,34000,성인,9791155505557
2023,학술,철학/심리학/윤리학,"철학, 개념 : 고대에서 현대까지",박준영,교유서가,2023-05-23,32000,성인,9791192968209
2023,학술,철학/심리학/윤리학,청대학술원류,진조무 / 진원,도서출판 학고방,2022-09-30,54000,성인,9791165864149
2023,학술,철학/심리학/윤리학,치매와 인지-의사소통 : 인간 중심 재활,"Ellen M. Hickey, Michelle S. Bourgeois / 이미숙, 김수진",(주)학지사,2022-10-10,24000,성인,9788999727719
2023,학술,철학/심리학/윤리학,타자철학 : 현대 사상과 함께 타자를 생각하기,서동욱,반비,2022-06-24,35000,성인,9791192107882
2023,학술,철학/심리학/윤리학,푸코와 철학자들 : 동반자 또는 경쟁자와 함께 읽는 푸코,김은주 외 8인,(주)민음사,2023-03-10,35000,성인,9788937444616
2023,학술,종교,1899~1904년 한성감옥서(漢城監獄署) 수감자들의 기독교 입교에 관한 연구,김일환,(주)북랩,2023-01-02,15000,성인,9791168366428
2023,학술,종교,경전이란 무엇인가,윌프레드 캔트웰 스미스 / 류제동,분도출판사,2022-08-25,45000,성인,9788941922117
2023,학술,종교,공공신학과 신체정치학 : 시민 사회와 후기 자본주의,정승훈,도서출판 동연,2023-05-23,25000,성인,9788964477885
2023,학술,종교,마태복음,양용의,이레서원,2022-09-01,77000,성인,9788974350000
2023,학술,종교,명인록,히에로니무스 / 최원오,아카넷,2022-08-31,23000,성인,9788957338087
2023,학술,종교,미국 남장로교 한국선교회의 여성 &middot; 의료 선교사 : 선교학 관점의 선교 활동 연구(1892~1940),임희모,도서출판 동연,2022-09-06,16000,성인,9788964478264
2023,학술,종교,바울전기,김근수,꽃자리,2022-10-10,22000,성인,9791186910429
2023,학술,종교,비구니 승가 설립의 역사,아날라요 / 김철,도서출판 운주사,2022-06-15,20000,성인,9788957466971
2023,학술,종교,"산간에서 가두로, 승려로서 대중에 : 근대 잡지《불교》의 문화지형","김종진, 박상란, 김성연",올리브그린,2023-02-24,20000,성인,9788998938451
2023,학술,종교,새로운 구약성서 이해,안근조,감은사,2023-04-17,29000,성인,9791190389921
2023,학술,종교,신 &middot; 인간 &middot; 정치 : 자유와 연대를 위한 신학적 제언,이용주,도서출판 동연,2022-12-07,20000,성인,9788964478400
2023,학술,종교,아시아 선교신학 입문,황홍렬,도서출판 동연,2023-02-24,22000,성인,9788964478547
2023,학술,종교,알렉산드리아의 필론 작품집 I,필론 / 문우일,아카넷,2022-07-15,30000,성인,9788957337998
2023,학술,종교,애니미즘과 현대세계,유기쁨,도서출판 눌민,2023-04-28,28000,성인,9791187750666
2023,학술,종교,"예수와 신학적 인간학 : 감정, 욕망, 향유 생명의 복음을 향하여",차정식,도서출판 동연,2022-09-15,22000,성인,9788964478240
2023,학술,종교,우리 시대의 그리스도교 사상가들 II : 대화와 소통의 사유,최우혁 외 8인,도서출판 100,2022-08-29,23000,성인,9791189092290
2023,학술,종교,조선시대 왕실발원 불상의 연구,유근자,(주)불광미디어,2022-08-11,80000,성인,9791192476131
2023,학술,종교,창조 섭리 타락 계시 : 창조에서 종말까지,김동건,대한기독교서회,2023-02-20,45000,성인,9788951121241
2023,학술,종교,초기 유대교,"존 J. 콜린스, 대니얼 C. 할로우 / 김규섭, 김선용, 김승주, 박정수, 이영욱",감은사,2022-12-31,49800,성인,9791190389822
2023,학술,종교,한국 고대의 천축구법승,계미향,문현출판,2022-12-26,33000,성인,9791187505273
2023,학술,종교,한국의 에큐메니컬 신학 : 부산에서 칼스루에까지,신재식 외 12인,신앙과지성사,2022-09-01,26000,성인,9788969072986
2023,학술,종교,헤겔 좌파 연구,김균진,새물결플러스,2023-01-19,50000,성인,9791161292472
2023,학술,종교,현대종교학과 대순사상 : 비교연구 방법과 적용,차선근,박문사,2023-03-29,27000,성인,9791192365282
2023,학술,사회과학,21세기의 부모교육,"전주람, 최경",교문사,2023-03-01,18000,성인,9788936324445
2023,학술,사회과학,4차 산업에서 재료와 표준,이희수 외 9인,시그마프레스,2023-04-25,23000,성인,9791162264171
2023,학술,사회과학,4차 산업혁명 시대의 인공지능 알고리즘에 의한 법 분야 위험 예측,양종모,경인문화사,2022-12-30,38000,성인,9788949966755
2023,학술,사회과학,4차 산업혁명과 조세,김영순,경인문화사,2023-05-01,20000,성인,9788949967028
2023,학술,사회과학,96세 미키마우스가 현역인 비밀 : 문화콘텐츠 지식재산권 비즈니스,권호영,경진출판,2023-04-30,22000,성인,9791192542348
2023,학술,사회과학,AI시대의 경영전략 : 전략의 고수가 되는 비법,"조동성, 문휘창",(주)서울경제경영출판사,2022-05-06,35000,성인,9791162820933
2023,학술,사회과학,AI와 사회 변화 : 지금 우리는 무엇을 준비해야 하는가 ,김영배 외 13인,(주)엠아이디미디어,2022-06-22,18000,성인,9791190116688
2023,학술,사회과학,"DAO, 미래의 조직이 만드는 새로운 기회","필자생, 마레, 두망",주식회사 크리에이티브크루,2022-11-30,18000,성인,9791198101808
2023,학술,사회과학,jamovi 활용 사회과학 데이터분석 : 통계분석의 직관적인 이해와 활용,김구,도서출판 윤성사,2022-05-02,25000,성인,9791191503593
2023,학술,사회과학,갈등과 공존의 인도&middot;태평양 : 각국의 인태전략,황재호 외 9인,명인문화사,2022-09-26,35000,성인,9791161930596
2023,학술,사회과학,경쟁과 경쟁제한성의 이해,정재훈,㈜박영사,2023-02-20,27000,성인,9791130343464
2023,학술,사회과학,경제안보와 수출통제,"정인교, 조정란, 이은호",㈜박영사,2023-01-05,23000,성인,9791130316352
2023,학술,사회과학,계속 팔리는 브랜드 경험의 법칙 : 기억이 머무는 브랜드의 비밀,호소야 마사토 / 김소영,유엑스리뷰,2023-04-13,25000,성인,9791192143897
2023,학술,사회과학,공감의 힘,양옥경,(주)나남,2022-10-10,12800,성인,9788930041201
2023,학술,사회과학,공공행복론,이승종,㈜박영사,2022-10-25,25000,성인,9791130316116
2023,학술,사회과학,공정과 경쟁의 장 : WTO 분쟁해결절차 이야기,정해관,㈜박영사,2023-01-16,28000,성인,9791130343198
2023,학술,사회과학,교사가 당면하는 문제의 원인 진단 및 처방 : 22개의 문제를 중심으로,길양숙 외 13인,교육과학사,2022-08-30,25000,성인,9788925417165
2023,학술,사회과학,교실에서 교사가 개발하는 통합교육과정으로 수업과 평가 엮기,"Susan M. Drake, Joanne L. Reid, Wendy Kolohon / 정광순, 조상연, 김세영",(주)학지사,2022-12-20,18000,성인,9788999728259
2023,학술,사회과학,그림으로 풀어낸 양도소득세 실무해설,위용,삼일인포마인,2023-04-12,95000,성인,9791167841520
2023,학술,사회과학,근대 한국학 교과서 해제,강진호 외 19인,제이앤씨,2022-06-27,56000,성인,9791159172151
2023,학술,사회과학,금융 IT와 디지털 대전환,황명수,도서출판 광문각,2022-11-11,26000,성인,9788970932323
2023,학술,사회과학,금융기관 부실 개선제도 연구,박상현,경인문화사,2023-03-20,37000,성인,9788949966946
2023,학술,사회과학,기후변화 시대 환경정책의 이해 : 규제에서 넛지까지,"강은숙, 김종석",도서출판 윤성사,2022-06-30,26000,성인,9791191503500
2023,학술,사회과학,"내러티브와 교육 : 삶, 앎, 그리고 가르침",강현석,경북대학교출판부,2023-02-23,29000,성인,9788971806050
2023,학술,사회과학,"논어의 교육학적 오독 : 공자와 제자들의 동행과 이행, 백가쟁명의 시대를 열다",엄태동,교육과학사,2023-03-10,28000,성인,9788925417615
2023,학술,사회과학,누구나 R 데이터 분석 : 한 권으로 데이터 분석 초급 과정 끝내기,이윤환,한빛아카데미(주),2022-10-20,27000,성인,9791156646235
2023,학술,사회과학,누구를 위한 지속가능발전인가? : 유엔 지속가능발전의 비판적 성찰,김태균 외 10인,도서출판 인간사랑,2023-02-28,28000,성인,9788974184377
2023,학술,사회과학,다문화에서 미래를 찾는다 : 인구문제에서 이민청 신설까지,김만호,보고사,2023-03-10,17000,성인,9791165874476
2023,학술,사회과학,당치(黨治)국가 중국 : 시진핑 시대 통치구조와 정치의 변화,장윤미,서강대학교 출판부,2023-05-26,32000,성인,9788972733867
2023,학술,사회과학,"대전환 시대 변혁의 교육학 : 유네스코, OECD의 교육 패러다임 전환을 중심으로",진보교육연구소 교육과정연구모임,도서출판 살림터,2022-08-18,23000,성인,9791159302329
2023,학술,사회과학,도서 전쟁 : 출판계의 디지털 혁명,존 B. 톰슨 / 전주범,한울엠플러스주식회사,2022-05-10,59000,성인,9788946073753
2023,학술,사회과학,도시재생의 사회학 : 마을에서 지역으로,주대관,한울엠플러스주식회사,2023-01-16,42000,성인,9788946074194
2023,학술,사회과학,"독일 공법의 역사 : 헌법/행정법/국제법의 과거&middot;현재와 미래, 16세기부터 21세기까지",미하엘 슈톨라이스 / 이종수,도서출판 푸른역사,2022-12-09,27000,성인,9791156122395
2023,학술,사회과학,동양의 근대적 통치성,이동수 외 7인,도서출판 인간사랑,2022-06-30,29000,성인,9788974184285
2023,학술,사회과학,"동자동, 당신이 살 권리 : 쪽방촌 공공개발과 주거의 미래",빈곤의 인류학 연구팀,주식회사 글항아리,2023-03-31,16000,성인,9791169090971
2023,학술,사회과학,디지털 시대 커뮤니케이션 정치경제학,그레이엄 머독 외 5인 / 임동욱,컬처룩,2022-10-20,20000,성인,9791192090122
2023,학술,사회과학,디지털 심미안 : K뷰티에서 찾은 디지털 세대의 미적 욕망,김애라,서해문집,2022-07-15,19000,성인,9791192085494
2023,학술,사회과학,로마법의 원리,프리츠 슐츠 / 이상훈,민속원,2023-05-10,32000,성인,9788928518494
2023,학술,사회과학,몸 테크닉,마르셀 모스 / 박정호,파이돈,2023-04-03,18000,성인,9791198109248
2023,학술,사회과학,문화와 사회를 읽는 키워드 : 레이먼드 윌리엄스 선집,레이먼드 윌리엄스 / 임영호,컬처룩,2023-02-28,33000,성인,9791192090146
2023,학술,사회과학,미국 형법의 비교법적 연구,김종구,도서출판 정독,2023-03-30,28000,성인,9791168581296
2023,학술,사회과학,"미국, 독일, 프랑스, 일본을 중심으로 본 외국 단체교섭제도 연구",노동자권리연구소,미지북스,2023-02-28,17000,성인,9791190498456
2023,학술,사회과학,"미디어, 종교로 상상하다",박진규,컬처룩,2023-04-25,20000,성인,9791192090177
2023,학술,사회과학,민족지의 신화,채백,컬처룩,2022-08-10,28000,성인,9791192090108
2023,학술,사회과학,믿음의 공화국 : 게임이론으로 풀어낸 법경제학의 새로운 패러다임,카우식 바수 / 박연진,이화여자대학교출판문화원,2022-12-28,23000,성인,9791158904760
2023,학술,사회과학,변혁적 도덕 역량 증진을 위한 도덕교육론,정창우,교육과학사,2022-08-30,27000,성인,9788925417226
2023,학술,사회과학,보건행동경제학,크리스티나 로베르토 외 23인 / 박종혁 외 10인,서울의학서적,2022-12-01,50000,성인,9791187313588
2023,학술,사회과학,"보험, 기후위기를 듣다 : 기후리스크의 영향과 리스크 관리",남상욱 외 13인,도서출판 보문당,2023-03-10,25000,성인,9788984132443
2023,학술,사회과학,부산지역 노동운동사 : 유신 말기부터 IMF 위기 직전까지,이광수,도서출판 앨피,2022-05-01,18000,성인,9791190901864
2023,학술,사회과학,브랜드 경험의 본질,리카르도 일리 / 명선혜,유엑스리뷰,2022-10-31,23000,성인,9791192143620
2023,학술,사회과학,비난 받는 교사 : 실패한 미국 교사 전문직화 정책의 역사,"다이애나 폴레비치 / 유성상, 김민조",도서출판 살림터,2022-12-12,23000,성인,9791159302411
2023,학술,사회과학,비장애중심주의를 넘어 : 장애학 기반 장애이해교육,"Susan Baglieri, Priya Lalvani / 박승희, 이효정, 한경인, 이성아, 양여경",피치마켓,2023-02-01,25000,성인,9791192754147
2023,학술,사회과학,"사이버안보 : 사이버공간에서의 정치, 거버넌스, 분쟁","Damien Van Puyvelde, Aaron F. Brantly / 이상현, 신소현, 심상민 ",명인문화사,2023-03-17,28000,성인,9791161930664
2023,학술,사회과학,사회보장입법사연구 I,이흥재 외 16인,법문사,2022-12-30,30000,성인,9788918913728
2023,학술,사회과학,사회보험과 관련 서비스 : 베버리지 보고서,윌리엄 베버리지 / 김환준 ,도서출판 양서원,2023-05-25,18000,성인,9788999413834
2023,학술,사회과학,"상상의 이해와 교육 : 상상의 날개, 학교에서 펼치다","이시은, 박병기",전북대학교출판문화원,2022-06-20,18000,성인,9791163721567
2023,학술,사회과학,서비스경영 : 고객접점 실무중심,황혜미,도서출판 정독,2022-12-26,23000,성인,9791168581104
2023,학술,사회과학,선악과와 처녀 잉태 : 유대-기독교 문명,권석우,(주)청송재,2023-02-28,35000,성인,9791191883152
2023,학술,사회과학,선택발명의 특허성에 관한 연구,손천우,㈜박영사,2022-05-13,37000,성인,9791130341842
2023,학술,사회과학,성장의 재역설 : 신공급 측면의 성장론,김지욱,율곡출판사,2022-11-04,25000,성인,9791191812381
2023,학술,사회과학,세발자전거를 타고 가는 길 : 정부간 관계의 새로운 길,라휘문,대영문화사,2023-01-31,29000,성인,9788976448729
2023,학술,사회과학,세상에서 가장 쉬운 마케팅,강미선,도서출판 한경사,2022-10-04,25000,성인,9788968444319
2023,학술,사회과학,손정의 사업가 정신 : 창업과 경영의 본질을 말하다,이노우에 아쓰오 / 이지현,비즈니스랩,2023-03-13,21000,성인,9791192143774
2023,학술,사회과학,스타트업 디자인 씽킹 : 성공한 창업가의 7가지 디자인 마인드,고은희,유엑스리뷰,2023-01-20,23000,성인,9791192143798
2023,학술,사회과학,시와 철학의 융합교육론,오정훈,경진출판,2022-12-25,25000,성인,9791192542171
2023,학술,사회과학,식민지 조선 불취학자들의 배움 : 야학경험자의 구술사를 토대로 ,이정연,박영스토리 ,2023-03-01,29000,성인,9791165193348
2023,학술,사회과학,식민지조선과 법사상,김창록,민속원,2023-04-10,22000,성인,9788928518418
2023,학술,사회과학,신간회의 교육운동,이문원,일조각,2023-03-27,30000,성인,9788933708194
2023,학술,사회과학,아나키즘: 자율적인 개인들의 협력적 공동체,Robert Paul Wolff / 김동일,경상국립대학교출판부,2022-07-01,10000,성인,9788962573466
2023,학술,사회과학,아동돌봄은 정치적인가?,이진숙,양성원,2022-09-30,23000,성인,9791161264790
2023,학술,사회과학,아이의 눈으로 誨人探究: 그랭이 수업과 맞춤형 교육,"서근원, 강유미",교육과학사,2022-12-25,18000,성인,9788925417462
2023,학술,사회과학,애덤 스미스와 칼 마르크스가 묻고 답하다,이경태,㈜박영사,2023-03-10,18000,성인,9791130316581
2023,학술,사회과학,오늘이 온다 : 제헌국회 회의록 속의 건국,권기돈,소명출판,2022-12-31,48000,성인,9791159057359
2023,학술,사회과학,온라인 플랫폼 경제학,예상한,율곡출판사,2022-05-30,25000,성인,9791191812282
2023,학술,사회과학,우리들의 민주주의,박의경,(사)전남대학교출판문화원,2023-02-10,28000,성인,9788968499319
2023,학술,사회과학,웰다잉을 위한 호스피스 실천론,"박선숙, 한승협, 이영조, 장영화",(주)학지사,2023-03-10,19000,성인,9788999728792
2023,학술,사회과학,유럽법약사 : A Short History of European Law,타마르 헤르초그 / 이영록,민속원,2023-04-28,32000,성인,9788928518425
2023,학술,사회과학,유아교사가 알아야 할 인공지능의 모든 것,임은미,도서출판 공동체,2023-03-10,20000,성인,9791167252456
2023,학술,사회과학,"이미 언제나 잡종이었던 우리 :&nbsp;이주, 난민, 혼종",서영표 외 6인,도서출판 온샘,2022-06-10,20000,성인,9791192062112
2023,학술,사회과학,이민정책론,김규찬,도서출판 공동체,2022-12-20,17000,성인,9791167252449
2023,학술,사회과학,이해사회학,막스 베버 / 김덕영,도서출판 길,2022-12-10,35000,성인,9788964452646
2023,학술,사회과학,인격과 세계관,레프 세묘노비치 비고츠키 / 비고츠키 연구회,도서출판 살림터,2023-03-18,22000,성인,9791159302527
2023,학술,사회과학,인공지능 시대 인간의 조건 : 플랫폼과 알고리즘으로 지배하는 인지자본주의의 현재,백욱인,(주)휴머니스트출판그룹,2023-03-27,33000,성인,9791160809893
2023,학술,사회과학,인공지능과 알고리듬 사회,이재현,컴북스캠퍼스,2023-03-17,38000,성인,9791128864865
2023,학술,사회과학,인디오의 변덕스러운 혼 : 16세기 브라질에서 가톨릭과 식인의 만남,에두아르두 비베이루스 지 카스트루 / 존재론의 자루,포도밭출판사,2022-10-12,21000,성인,9791188501281
2023,학술,사회과학,읽기 격차의 해소,Alex Quigley / 김진희,글로벌콘텐츠,2022-06-27,22000,성인,9791158523725
2023,학술,사회과학,자본의 무의식 : 자본주의의 꿈과 한민족 공동체를 향한 욕망,박현옥 / 김택균,천년의상상,2023-02-27,38000,성인,9791190413534
2023,학술,사회과학,장애인 평생교육의 이해,김두영,도서출판 창지사,2022-10-20,19000,성인,9788942615612
2023,학술,사회과학,전염병의 지리학 : 병은 어떻게 세계를 습격하는가,박선미,갈라파고스,2022-08-23,18000,성인,9791187038894
2023,학술,사회과학,전환의 시대의 일과 삶 그리고 학습,오석영 외 18인,박영스토리 ,2023-01-27,18000,성인,9791165193683
2023,학술,사회과학,절망을 그리다,박종성,세창출판사,2023-01-10,24000,성인,9791166841385
2023,학술,사회과학,절차를 통한 정당화 : 법은 &#39;공정&#39;과 &#39;정의&#39;를 위한 것인가? 정치는 &#39;민주화&#39;를 위한 것인가?,니클라스 루만 / 윤재왕,(주)새물결,2022-05-16,55000,성인,9788955594386
2023,학술,사회과학,정부규제와 중소기업 기술혁신 : 이론과 실제,"이광훈, 김권식, 안승구 ",대영문화사,2023-02-23,26000,성인,9788976448835
2023,학술,사회과학,정서 학설 2 : 역사-심리학적 연구,레프 세묘노비치 비고츠키 / 비고츠키 연구회,도서출판 살림터,2022-06-18,33000,성인,9791159302282
2023,학술,사회과학,정치학적 계몽 : 루만의 체계이론적 정치사회학,서영조,이론출판사,2023-05-15,43000,성인,9791196786045
