,주류,제목,저자,링크,출판사,출판 연도
0,100,"도둑맞은 집중력 : 집중력 위기의 시대, 삶의 주도권을 되찾는 법","Hari, Johann",https://library.yonsei.ac.kr/search/detail/CATTOT000002153654,어크로스,2023
1,100,팩트풀니스 : 우리가 세상을 오해하는 10가지 이유와 세상이 생각보다 괜찮은 이유,"Rosling, Hans",https://library.yonsei.ac.kr/search/detail/CATTOT000001941020,김영사,2019
2,100,도파민네이션 : 쾌락 과잉 시대에서 균형 찾기,"Lembke, Anna",https://library.yonsei.ac.kr/search/detail/CATTOT000002098107,흐름출판,2022
3,100,정의란 무엇인가,"Sandel, Michael J",https://library.yonsei.ac.kr/search/detail/CATTOT000000754499,김영사,2010
4,100,행복의 기원 : 인간의 행복은 어디서 오는가,서은국 徐恩國,https://library.yonsei.ac.kr/search/detail/CATTOT000000886643,21세기북스,2014
5,100,당신의 인생이 왜 힘들지 않아야 한다고 생각하십니까 : 쇼펜하우어 아포리즘,"Schopenhauer, Arthur",https://library.yonsei.ac.kr/search/detail/CATTOT000002157178,포레스트북스,2023
6,100,남에게 보여주려고 인생을 낭비하지 마라 : 쇼펜하우어 소품집,"Schopenhauer, Arthur",https://library.yonsei.ac.kr/search/detail/CATTOT000002172433,page2,2023
7,100,아주 작은 습관의 힘 : 최고의 변화는 어떻게 만들어지는가,"Clear, James",https://library.yonsei.ac.kr/search/detail/CATTOT000001939560,비즈니스북스,2019
8,100,(마이클 샌델) 왜 도덕인가?,"Sandel, Michael J",https://library.yonsei.ac.kr/search/detail/CATTOT000000769212,한국경제신문 : 한경BP,2010
9,100,(쇼펜하우어의) 인생 수업 : 살아갈 힘을 주는 쇼펜하우어 아포리즘,"Schopenhauer, Arthur",https://library.yonsei.ac.kr/search/detail/CATTOT000002176406,메이트북스 : 원앤원콘텐츠그룹,2023
10,100,"그릿 : IQ, 재능, 환경을 뛰어넘는 열정적 끈기의 힘","Duckworth, Angela",https://library.yonsei.ac.kr/search/detail/CATTOT000001812224,비즈니스북스,2016
11,100,철학은 날씨를 바꾼다 : 삶을 쓰다듬는 위안의 책,서동욱,https://library.yonsei.ac.kr/search/detail/CATTOT000002184663,김영사,2024
12,100,(超譯) 니체의 말,"Nietzsche, Friedrich Wilhelm",https://library.yonsei.ac.kr/search/detail/CATTOT000000770665,Samho Media,2010
13,100,(간명한) 중국철학사,풍우란 馮友蘭,https://library.yonsei.ac.kr/search/detail/CATTOT000001920911,마루비,2018
14,100,결국 해내는 사람들의 원칙 : 최신 뇌과학이 밝혀낸 성공의 비밀,"Pease, Allan",https://library.yonsei.ac.kr/search/detail/CATTOT000002038458,반니,2020
15,100,공간의 생산,"Lefebvre, Henri",https://library.yonsei.ac.kr/search/detail/CATTOT000000787819,에코리브르,2011
16,100,나는 읽고 쓰고 버린다 : 손웅정의 말,손웅정,https://library.yonsei.ac.kr/search/detail/CATTOT000002198425,난다,2024
17,100,내면소통 : 삶의 변화를 가져오는 마음근력 훈련,김주환 金周煥,https://library.yonsei.ac.kr/search/detail/CATTOT000002141255,인플루엔셜,2023
18,100,로르샤하 해석의 원리,"Weiner, Irving B",https://library.yonsei.ac.kr/search/detail/CATTOT000000029803,학지사,2003
19,100,매우 예민한 사람들을 위한 책 : 뇌과학과 정신의학이 들려주는 당신 마음에 대한 이야기,전홍진,https://library.yonsei.ac.kr/search/detail/CATTOT000002014007,글항아리,2020
20,100,불변의 법칙 : 절대 변하지 않는 것들에 대한 23가지 이야기,"Housel, Morgan",https://library.yonsei.ac.kr/search/detail/CATTOT000002192100,서삼독,2024
21,100,"정리하는 뇌 : 디지털 시대, 정보와 선택 과부하로 뒤엉킨 머릿속과 일상을 정리하는 기술","Levitin, Daniel J",https://library.yonsei.ac.kr/search/detail/CATTOT000001735042,와이즈베리,2015
22,100,존재에서 존재자로,"Lévinas, Emmanuel",https://library.yonsei.ac.kr/search/detail/CATTOT000000040524,민음사,2003
23,100,철학은 어떻게 삶의 무기가 되는가 : 불확실한 삶을 돌파하는 50가지 생각 도구,산구주 山口周,https://library.yonsei.ac.kr/search/detail/CATTOT000001937866,다산초당,2019
24,100,타이탄의 도구들 : 1만 시간의 법칙을 깬 거인들의 61가지 전략,"Ferriss, Timothy",https://library.yonsei.ac.kr/search/detail/CATTOT000001839717,토네이도,2017
25,100,"푸코, 바르트, 레비스트로스, 라캉 쉽게 읽기 : 교양인을 위한 구조주의 강의",내전수 內田樹,https://library.yonsei.ac.kr/search/detail/CATTOT000000765997,갈라파고스,2010
26,100,퓨처 셀프 : 현재와 미래가 달라지는 놀라운 혁명,"Hardy, Benjamin",https://library.yonsei.ac.kr/search/detail/CATTOT000002174269,상상스퀘어,2023
27,100,(그림으로 이해하는) 현대사상,남도현,https://library.yonsei.ac.kr/search/detail/CATTOT000000657868,개마고원,2002
28,100,(비울수록 사람을 더 채우는) 말그릇,김윤나,https://library.yonsei.ac.kr/search/detail/CATTOT000001867583,카시오페아,2017
29,100,"Thinking, fast and slow","Kahneman, Daniel",https://library.yonsei.ac.kr/search/detail/CATTOT000001630889,"Farrar, Straus and Giroux",2011
30,100,깨진 틈이 있어야 그 사이로 빛이 들어온다 : 차라투스트라는 이렇게 말했다,"Nietzsche, Friedrich Wilhelm",https://library.yonsei.ac.kr/search/detail/CATTOT000002193526,page2,2024
31,100,돈으로 살 수 없는 것들 : 무엇이 가치를 결정하는가,"Sandel, Michael J",https://library.yonsei.ac.kr/search/detail/CATTOT000000819651,와이즈베리,2012
32,100,마흔에 읽는 쇼펜하우어 : 마음의 위기를 다스리는 철학 수업,강용수,https://library.yonsei.ac.kr/search/detail/CATTOT000002167598,유노북스,2023
33,100,말과 사물,"Foucault, Michel",https://library.yonsei.ac.kr/search/detail/CATTOT000000817103,민음사,2012
34,100,매우 예민한 사람들을 위한 상담소,전홍진,https://library.yonsei.ac.kr/search/detail/CATTOT000002158106,한겨레출판,2023
35,100,문제는 무기력이다,박경숙,https://library.yonsei.ac.kr/search/detail/CATTOT000000846142,와이즈베리,2013
36,100,사랑의 기술,"Fromm, Erich",https://library.yonsei.ac.kr/search/detail/CATTOT000001975501,문예출판사,2019
37,100,생각에 관한 생각 : 우리의 행동을 지배하는 생각의 반란,"Kahneman, Daniel",https://library.yonsei.ac.kr/search/detail/CATTOT000000817549,김영사,2012
38,100,"센세이셔널 : 우리가 보고, 듣고, 느끼는 모든 것","Ward, Ashley",https://library.yonsei.ac.kr/search/detail/CATTOT000002190013,상상스퀘어,2024
39,100,소크라테스 익스프레스 : 철학이 우리 인생에 스며드는 순간,"Weiner, Eric",https://library.yonsei.ac.kr/search/detail/CATTOT000002055449,어크로스,2021
40,100,신경 끄기의 기술 : 인생에서 가장 중요한 것만 남기는 힘,"Manson, Mark",https://library.yonsei.ac.kr/search/detail/CATTOT000001869209,갤리온 : 웅진씽크빅,2017
41,100,역사의 개념에 대하여 ; 폭력비판을 위하여 ; 초현실주의 외,"Benjamin, Walter",https://library.yonsei.ac.kr/search/detail/CATTOT000000215181,길,2008
42,100,이런 삶이 꼰대라면 나는 그냥 꼰대할래요 : 피하고 싶지만 피할 수만은 없는 아주 현실적인 꼰대스러운 이야기,임현서,https://library.yonsei.ac.kr/search/detail/CATTOT000002167672,Mindset : 바이포엠스튜디오,2023
43,100,자크 라캉 욕망이론,"Lacan, Jacques",https://library.yonsei.ac.kr/search/detail/CATTOT000000428790,文藝出版社,1994
44,100,정의란 무엇인가,"Sandel, Michael J",https://library.yonsei.ac.kr/search/detail/CATTOT000000901058,와이즈베리,2014
45,100,클루지 : 생각의 역사를 뒤집는 기막힌 발견,"Marcus, Gary F. (Gary Fred)",https://library.yonsei.ac.kr/search/detail/CATTOT000002157475,갤리온,2023
46,100,포스트휴먼,"Braidotti, Rosi",https://library.yonsei.ac.kr/search/detail/CATTOT000001744526,아카넷,2015
47,100,하이데거의 『존재와 시간』 강독,박찬국,https://library.yonsei.ac.kr/search/detail/CATTOT000000898497,그린비,2014
48,100,현상학과 해석학 : 후썰의 초월론적 현상학과 하이데거의 해석학적 현상학,이남인,https://library.yonsei.ac.kr/search/detail/CATTOT000000100143,서울대학교출판부,2004
49,100,휴먼카인드 : 감춰진 인간 본성에서 찾은 희망의 연대기,"Bregman, Rutger",https://library.yonsei.ac.kr/search/detail/CATTOT000002047214,인플루엔셜,2021
50,100,'나'라는 착각 : 뇌는 어떻게 인간의 정체성을 발명하는가,"Berns, Gregory",https://library.yonsei.ac.kr/search/detail/CATTOT000002194167,흐름출판,2024
51,100,(데일 카네기) 인간관계론,"Carnegie, Dale",https://library.yonsei.ac.kr/search/detail/CATTOT000002013638,현대지성,2019
52,100,(매트 리들리의) 본성과 양육,"Ridley, Matt",https://library.yonsei.ac.kr/search/detail/CATTOT000000093742,김영사,2004
53,100,(발터 벤야민) 기억의 정치학,최성만 崔成萬,https://library.yonsei.ac.kr/search/detail/CATTOT000000887440,길,2014
54,100,"(성공과 행복을 이루고 싶다면!) 결코, 배불리 먹지 말 것",수야남북 水野南北,https://library.yonsei.ac.kr/search/detail/CATTOT000002178872,Snowfox,2023
55,100,(쉽게 풀어 쓴) MMPI-2/A : 해석상담 및 심리상담에서의 적용,성태훈,https://library.yonsei.ac.kr/search/detail/CATTOT000002121970,학지사,2022
56,100,(쉽게 풀어 쓴) 로르샤하,성태훈,https://library.yonsei.ac.kr/search/detail/CATTOT000002123248,학지사,2020
57,100,(아동·청소년을 위한) 집단상담 프로그램 실제 : 공감을 위한 집단상담,김정일,https://library.yonsei.ac.kr/search/detail/CATTOT000001797991,양서원,2016
58,100,(이미 늦었다고 생각하는 당신을 위한) 김미경의 마흔 수업,김미경,https://library.yonsei.ac.kr/search/detail/CATTOT000002140705,Awake Books : 엠케이유니버스,2023
59,100,(토니 로빈스) 거인의 생각법 : 내 안의 무한 능력을 꺼내는 힘,"Robbins, Anthony",https://library.yonsei.ac.kr/search/detail/CATTOT000002154960,알에이치코리아,2023
60,100,(흥분하지 않고 우아하게 리드하는) 말센스,"Headlee, Celeste Anne",https://library.yonsei.ac.kr/search/detail/CATTOT000001939555,스몰빅라이프,2019
61,100,12가지 인생의 법칙 : 혼돈의 해독제,"Peterson, Jordan B",https://library.yonsei.ac.kr/search/detail/CATTOT000001924698,메이븐,2018
62,100,MBTI 유형별 스트레스 해소법 : MBTI의 부기능과 열등기능,윤서영,https://library.yonsei.ac.kr/search/detail/CATTOT000002171728,커리어북스,2023
63,100,Responsibility for justice,"Young, Iris Marion",https://library.yonsei.ac.kr/search/detail/CATTOT000001619841,Oxford University Press,2010
64,100,Think again : the power of knowing what you don't know,"Grant, Adam M",https://library.yonsei.ac.kr/search/detail/CATTOT000002053440,Viking,2021
65,100,We : 로맨틱 러브에 대한 융 심리학적 이해,"Johnson, Robert A.",https://library.yonsei.ac.kr/search/detail/CATTOT000000248987,동연,2008
66,100,韓國 儒學思想과 敎育,한국교육학회. 교육사연구회,https://library.yonsei.ac.kr/search/detail/CATTOT000000309950,三一閣,1976
67,100,"韓國 儒學의 課題와 展開, 1",배종호 裵宗鎬,https://library.yonsei.ac.kr/search/detail/CATTOT000000357981,汎學,1979
68,100,감각 및 지각 심리학,"Goldstein, E. Bruce",https://library.yonsei.ac.kr/search/detail/CATTOT000002145939,박학사,2023
69,100,거절당하기 연습 : 100번을 거절당히니 실패가 두렵지 않았다,"Jiang, Jia",https://library.yonsei.ac.kr/search/detail/CATTOT000001831363,한빛비즈,2017
70,100,걱정 중독 : 실패 혐오 시대의 마음,"Paulsen, Roland",https://library.yonsei.ac.kr/search/detail/CATTOT000002198494,복복서가,2024
71,100,과정과 실재 : 유기체적 세계관의 구상,"Whitehead, Alfred North",https://library.yonsei.ac.kr/search/detail/CATTOT000000017727,민음사,2003
72,100,관계를 읽는 시간 : 나의 관계를 재구성하는 바운더리 심리학,문요한,https://library.yonsei.ac.kr/search/detail/CATTOT000001924169,더퀘스트 : 길벗,2018
73,100,"그릿 : IQ, 재능, 환경을 뛰어넘는 열정적 끈기의 힘","Duckworth, Angela",https://library.yonsei.ac.kr/search/detail/CATTOT000001940077,비즈니스북스,2019
74,100,"근대중국사상의 흥기. 1, 상권 제1부 : 리와 물",왕휘 汪暉,https://library.yonsei.ac.kr/search/detail/CATTOT000002199116,돌베개,2024
75,100,근현대 프랑스 철학 : 데까르뜨에서 베르그손까지,황수영,https://library.yonsei.ac.kr/search/detail/CATTOT000000110487,철학과현실사,2005
76,100,기브앤테이크 : 주는 사람이 성공한다,"Grant, Adam M",https://library.yonsei.ac.kr/search/detail/CATTOT000000856441,생각연구소,2013
77,100,기술과 전향,"Heidegger, Martin",https://library.yonsei.ac.kr/search/detail/CATTOT000000356468,서광사,1993
78,100,기술복제시대의 예술작품 ; 사진의 작은 역사 외,"Benjamin, Walter",https://library.yonsei.ac.kr/search/detail/CATTOT000000154383,길,2007
79,100,기억·서사,강진리 岡眞理,https://library.yonsei.ac.kr/search/detail/CATTOT000002195987,교유서가,2024
80,100,기하학의 기원,"Husserl, Edmund",https://library.yonsei.ac.kr/search/detail/CATTOT000000812067,지식을만드는지식,2012
81,100,나는 불안할 때 논어를 읽는다 : 불안함이 요동치는 인생을 위로할 최고의 고전!,번등 樊登,https://library.yonsei.ac.kr/search/detail/CATTOT000002101342,미디어숲,2022
82,100,나도 아직 나를 모른다,허지원 許知遠,https://library.yonsei.ac.kr/search/detail/CATTOT000001924063,홍익출판사,2018
83,100,나도 아직 나를 모른다 : 뇌과학과 임상심리학이 무너진 마음에게 건네는 따뜻한 말,허지원 許知遠,https://library.yonsei.ac.kr/search/detail/CATTOT000002034300,김영사,2020
84,100,네 명의 완벽주의자 : 내 안의 완벽주의로 더 행복한 나를 만드는 법,이동귀,https://library.yonsei.ac.kr/search/detail/CATTOT000002045942,흐름출판,2021
85,100,누구를 구할 것인가?,"Cathcart, Thomas",https://library.yonsei.ac.kr/search/detail/CATTOT000000900613,문학동네,2014
86,100,니체의 미학과 예술철학,양해림,https://library.yonsei.ac.kr/search/detail/CATTOT000001833826,북코리아,2017
87,100,당신이 옳다 : 정혜신의 적정심리학,정혜신,https://library.yonsei.ac.kr/search/detail/CATTOT000001920918,해냄,2018
88,100,"대논리학. 1, 객관적 논리학 : 1부 존재론","Hegel, Georg Wilhelm Friedrich",https://library.yonsei.ac.kr/search/detail/CATTOT000002127849,자유아카데미,2022
89,100,독립정신,이승만 李承晩,https://library.yonsei.ac.kr/search/detail/CATTOT000001889972,대한민국사랑회,2017
90,100,두뇌보완계획 200,김명석,https://library.yonsei.ac.kr/search/detail/CATTOT000002090965,생각생각,2021
91,100,"들뢰즈, 괴물의 사유",이찬웅,https://library.yonsei.ac.kr/search/detail/CATTOT000002003872,이학사,2020
92,100,"라플라스의 악마, 철학을 묻다 : 140가지 사고실험으로 읽는 이색사색 철학 입문",최훈,https://library.yonsei.ac.kr/search/detail/CATTOT000001803505,뿌리와이파리,2016
93,100,"리얼리티 트랜서핑. 1, 러시아 물리학자의 시크릿 노트","Zeland, Vadim",https://library.yonsei.ac.kr/search/detail/CATTOT000000219551,정신세계사,2009
94,100,마음이 아니라 뇌가 불안한 겁니다 : 최신 과학이 밝힌 뇌 유형별 회복 탄력의 비밀,"Amen, Daniel G",https://library.yonsei.ac.kr/search/detail/CATTOT000002161734,위즈덤하우스,2023
95,100,모든 삶은 흐른다 : 삶의 지표가 필요한 당신에게 바다가 건네는 말,"Devillairs, Laurence",https://library.yonsei.ac.kr/search/detail/CATTOT000002148532,Fika,2023
96,100,몰입,황농문 黃農文,https://library.yonsei.ac.kr/search/detail/CATTOT000002015513,알에이치코리아,2020
97,100,몰입 : 인생을 바꾸는 자기혁명,황농문 黃農文,https://library.yonsei.ac.kr/search/detail/CATTOT000000232880,랜덤하우스,2007
98,100,몰입의 기술 : 무의미한 소음과 자극에 맞서는 강력한 도구,이윤규,https://library.yonsei.ac.kr/search/detail/CATTOT000002193859,더퀘스트,2024
99,100,"무기력이 무기력해지도록 : 게으름, 우울증, 번아웃의 심리학",한창수,https://library.yonsei.ac.kr/search/detail/CATTOT000002073707,알에이치코리아,2021
100,200,사도신경 : 믿음의 알짬,손호현 孫昊鉉,https://library.yonsei.ac.kr/search/detail/CATTOT000000897173,동연,2014
101,200,"기독교, 묻고 답하다",권수영 權秀榮,https://library.yonsei.ac.kr/search/detail/CATTOT000001939908,청송미디어,2019
102,200,(신화연구가 김선자의) 중국 소수민족 신화기행,김선자 金善子,https://library.yonsei.ac.kr/search/detail/CATTOT000000215222,안티쿠스,2009
103,200,New International dictionary of New Testament Theology and Exegesis,"Silva, Moisés",https://library.yonsei.ac.kr/search/detail/CATTOT000001744822,Zondervan,2014
104,200,아마테라스에서 모노노케 히메까지 : 종교로 읽는 일본인의 마음,박규태 朴奎泰,https://library.yonsei.ac.kr/search/detail/CATTOT000000677306,책세상,2001
105,200,신화의 세계,박정혜 朴貞惠,https://library.yonsei.ac.kr/search/detail/CATTOT000000699395,성신여자대학교 출판부,2000
106,200,"누가, 예수의 생애를 기록하다 : 쉽게 풀어 쓴 누가복음",민경식,https://library.yonsei.ac.kr/search/detail/CATTOT000002172352,대한기독교서회,2023
107,200,일본의 신화 : 일본 신화의 명쾌한 투시도!,길전돈언 吉田敦彦,https://library.yonsei.ac.kr/search/detail/CATTOT000000125185,황금부엉이,2005
108,200,초월과 자기-초월 : 아우구스티누스부터 레비나스/키에르케고어까지,"Westphal, Merold",https://library.yonsei.ac.kr/search/detail/CATTOT000002180437,갈무리,2023
109,200,(15년 만에 다시 쓴) 어? 성경이 읽어지네! : 신약,이애실,https://library.yonsei.ac.kr/search/detail/CATTOT000001906431,성경방,2018
110,200,(팀 켈러의) 내가 만든 신 : 하나님 자리를 훔치다,"Keller, Timothy",https://library.yonsei.ac.kr/search/detail/CATTOT000001847446,두란노,2017
111,200,(하이브리드) 바울,천세종,https://library.yonsei.ac.kr/search/detail/CATTOT000002017399,장로회신학대학교출판부,2016
112,200,(해방 후) 한국 기독교 사회운동사 : 민주화와 인권운동을 중심으로 : 1960-1987,김명배,https://library.yonsei.ac.kr/search/detail/CATTOT000000795342,북코리아,2009
113,200,"6·25전쟁기 부산지역 기독교의 공존과 갈등, 1950~1953",이종민 李宗珉,https://library.yonsei.ac.kr/search/detail/CATTOT000002158676,한국기독교역사연구소,2023
114,200,An obituary for ,"Kynes, Will",https://library.yonsei.ac.kr/search/detail/CATTOT000001954865,Oxford University Press,2019
115,200,Isaiah : interpreted by early Christian and medieval commentators,"Wilken, Robert Louis",https://library.yonsei.ac.kr/search/detail/CATTOT000001765560,William B. Eerdmans Pub.,2007
116,200,"Midrash rabbah . 4, Leviticus","Freedman, H (Harry)",https://library.yonsei.ac.kr/search/detail/CATTOT000001650734,London Soncino Press,1983
117,200,Perspectives on Israelite wisdom : proceedings of the Oxford Old Testament Seminar,Oxford Old Testament Seminar,https://library.yonsei.ac.kr/search/detail/CATTOT000001779990,Bloomsbury T&T Clark,2016
118,200,"Religion, ethnicity, and identity in ancient Galilee : a region in transition","Zangenberg, Jürgen",https://library.yonsei.ac.kr/search/detail/CATTOT000001920664,Mohr Siebeck,2007
119,200,The Wisdom literature,"O'Connor, Kathleen M.",https://library.yonsei.ac.kr/search/detail/CATTOT000001879385,Liturgical Press,1990
120,200,"The true Israel : uses of the names Jew, Hebrew, and Israel in ancient Jewish and early Christian literature","Harvey, Graham",https://library.yonsei.ac.kr/search/detail/CATTOT000001943754,E.J. Brill,1996
121,200,고백록,"Augustine, of Hippo, Saint",https://library.yonsei.ac.kr/search/detail/CATTOT000001786878,경세원,2016
122,200,"곰에서 왕으로 : 국가, 그리고 야만의 탄생",중택신일 中澤新一,https://library.yonsei.ac.kr/search/detail/CATTOT000000020076,동아시아,2003
123,200,기독교교육과 청소년 : 기독교청소년교육학,김성중,https://library.yonsei.ac.kr/search/detail/CATTOT000002193030,민영사 : 예사람,2021
124,200,기독교의 본질,"Harnack, Adolf von",https://library.yonsei.ac.kr/search/detail/CATTOT000000168068,한들출판사,2007
125,200,기독교의 심장 : 신앙생활의 재발견,"Borg, Marcus J",https://library.yonsei.ac.kr/search/detail/CATTOT000000738344,한국기독교연구소,2009
126,200,꾸란과 아랍어 성경의 의미와 해석,공일주,https://library.yonsei.ac.kr/search/detail/CATTOT000001818254,CLC,2016
127,200,나이 듦이 아름답다 : 교회 안에서 의미 있게 나이 들도록 어떻게 도울 것인가,"Willimon, William H",https://library.yonsei.ac.kr/search/detail/CATTOT000002167406,디모데,2023
128,200,내가 사랑한 조선 : 복음에 붙들린 닥터 머레이의 선교기,"Murray, Florence J.",https://library.yonsei.ac.kr/search/detail/CATTOT000000822952,두란노,2009
129,200,"다시, 성경으로","Evans, Rachel Held",https://library.yonsei.ac.kr/search/detail/CATTOT000002003979,바람이불어오는곳,2020
130,200,동서문화의 교류와 예수회 선교역사,김상근 金祥根,https://library.yonsei.ac.kr/search/detail/CATTOT000000142402,한들출판사,2006
131,200,동아시아 여신 신화와 여성 정체성,차옥숭 車玉崇,https://library.yonsei.ac.kr/search/detail/CATTOT000000762320,이화여자대학교출판부,2010
132,200,미래시대 미래세대 미래교육,김도일,https://library.yonsei.ac.kr/search/detail/CATTOT000001791388,한국기독교교육학회 : 기독한교,2013
133,200,불교란 무엇인가 : 초심자가 던지는 질문,이중표,https://library.yonsei.ac.kr/search/detail/CATTOT000001857082,불광출판사,2017
134,200,삶으로 다시 떠오르기,"Tolle, Eckhart",https://library.yonsei.ac.kr/search/detail/CATTOT000000868043,연금술사,2013
135,200,선교학의 구성 요건과 인접 학문,김상근 金祥根,https://library.yonsei.ac.kr/search/detail/CATTOT000000185461,연세대학교 출판부,2006
136,200,숫타니파타 : 불교 최초의 경전,법정 法頂,https://library.yonsei.ac.kr/search/detail/CATTOT000000662739,이레,1999
137,200,슬기로운 신학 독서 : 신학책 제대로 읽는 법이 궁금한 당신에게,"Eilers, Kent",https://library.yonsei.ac.kr/search/detail/CATTOT000002197624,IVP,2024
138,200,신학을 이해하기 위한 철학,"Allen, Diogenes",https://library.yonsei.ac.kr/search/detail/CATTOT000000516266,대한기독교서회,1996
139,200,"신화, 인류 최고의 철학",중택신일 中澤新一,https://library.yonsei.ac.kr/search/detail/CATTOT000000026708,동아시아,2003
140,200,실천신학 : 신학적 기초와 방법론,염필형 廉必炯,https://library.yonsei.ac.kr/search/detail/CATTOT000000479140,성서연구사,1995
141,200,"안티고네의 주장 : 삶과 죽음, 그 사이에 있는 친족 관계","Butler, Judith",https://library.yonsei.ac.kr/search/detail/CATTOT000000126278,東文選,2005
142,200,오래된 지혜 : 공존의 가치를 속삭이는 태초의 이야기,김선자,https://library.yonsei.ac.kr/search/detail/CATTOT000000838205,어크로스,2012
143,200,"왜 우리 신화인가 : 동북아 신화의 뿌리, <천궁대전>과 우리 신화",김재용,https://library.yonsei.ac.kr/search/detail/CATTOT000000078716,동아시아,2004
144,200,원각경·현담,종밀 宗密,https://library.yonsei.ac.kr/search/detail/CATTOT000002173084,운당문고,2023
145,200,일연 : 그의 생애와 사상,채상식 蔡尙植,https://library.yonsei.ac.kr/search/detail/CATTOT000001863262,혜안,2017
146,200,중세와 그리스도교 : 그리스도교 세계의 안과 밖,박흥식,https://library.yonsei.ac.kr/search/detail/CATTOT000002187523,홍성사,2024
147,200,창세기,천사무엘,https://library.yonsei.ac.kr/search/detail/CATTOT000000651557,대한기독교서회,2001
148,200,청년 붓다 : 바람과 사자와 연꽃의 노래,고미숙,https://library.yonsei.ac.kr/search/detail/CATTOT000002112533,북드라망,2022
149,200,"카이로스. 2, 하나님의 타이밍",고성준,https://library.yonsei.ac.kr/search/detail/CATTOT000002051576,규장,2021
150,200,"탈기독교시대 교회 : 왜 교회를 떠나는가, 어떻게 다시 오게 할 것인가","Davis, Jim",https://library.yonsei.ac.kr/search/detail/CATTOT000002186210,두란노,2023
151,200,폴 틸리히 신학 연구,김경재 金敬宰,https://library.yonsei.ac.kr/search/detail/CATTOT000000304974,대한기독교출판사,1987
152,200,하나님의 투자 수업,서창희,https://library.yonsei.ac.kr/search/detail/CATTOT000002145772,생명의말씀사,2023
153,200,현대사회와 예배설교 사역 : 靑海 정장복 박사 화갑 기념 논문집,,https://library.yonsei.ac.kr/search/detail/CATTOT000000035895,예배와 설교 아카데미,2002
154,200,(21C) 한국교회와 함께하는 사모 : 사모역할의 한계와 그 범위,홍순성 洪淳聖,https://library.yonsei.ac.kr/search/detail/CATTOT000000728173,한국학술정보,2007
155,200,(NICOT) 레위기,"Wenham, Gordon J",https://library.yonsei.ac.kr/search/detail/CATTOT000001880674,부흥과개혁사,2014
156,200,(극복해야 할) 리더십의 그림자,"McIntosh, Gary",https://library.yonsei.ac.kr/search/detail/CATTOT000000915887,두란노,2015
157,200,"(기도하는 섬,) 소록도",김동신,https://library.yonsei.ac.kr/search/detail/CATTOT000000178226,두란노,2006
158,200,(기독교) 성인교육,김재은,https://library.yonsei.ac.kr/search/detail/CATTOT000000128739,한국기독교교육학회 : 기독한교,2004
159,200,"(길 위의 예수, 그가 전한 복음) 마가복음 : 언어적 역사적 신학적 마가복음 주석",박윤만,https://library.yonsei.ac.kr/search/detail/CATTOT000001876253,킹덤북스,2017
160,200,(김기석 목사의) 청년편지,김기석,https://library.yonsei.ac.kr/search/detail/CATTOT000001986192,성서유니온,2019
161,200,"(김선자의) 이야기 중국 신화. 上, 우주거인 반고에서 전쟁영웅 치우까지",김선자,https://library.yonsei.ac.kr/search/detail/CATTOT000000807038,웅진지식하우스,2011
162,200,"(김선자의) 이야기 중국 신화. 下, 신들의 사랑과 멀고 낯선 세계",김선자,https://library.yonsei.ac.kr/search/detail/CATTOT000000807037,웅진지식하우스,2011
163,200,(김선자의) 중국신화 이야기 : 우주거인 반고에서 전쟁영웅 치우까지,김선자 金善子,https://library.yonsei.ac.kr/search/detail/CATTOT000000099428,아카넷,2004
164,200,(내가 먼저 회개 해야 할) 한국 교회 7가지 죄,한기채,https://library.yonsei.ac.kr/search/detail/CATTOT000002069694,두란노,2021
165,200,(내가 본) 함석헌,김용준 金容駿,https://library.yonsei.ac.kr/search/detail/CATTOT000000156886,아카넷,2006
166,200,(눈물의 섬) 강화 이야기,이덕주 李德周,https://library.yonsei.ac.kr/search/detail/CATTOT000000045081,대한기독교서회,2002
167,200,(당신을 위한) 팀 켈러의 90일 성경공부,"Keller, Timothy",https://library.yonsei.ac.kr/search/detail/CATTOT000001988012,두란노,2020
168,200,(대화로 푸는) 전도서 : 가장 완벽한 인생의 결론,강신욱,https://library.yonsei.ac.kr/search/detail/CATTOT000002173862,규장,2023
169,200,(될 일은) 된다 : 내맡기기 실험이 불러온 엄청난 성공과 깨달음,"Singer, Michael A",https://library.yonsei.ac.kr/search/detail/CATTOT000001796173,정신세계사,2016
170,200,(리처드 마우가 개인적으로 간략하게 소개하는) 아브라함 카이퍼,"Mouw, Richard J",https://library.yonsei.ac.kr/search/detail/CATTOT000002159757,SFC,2015
171,200,(마더 테레사의) 하느님께 아름다운 일,"Muggeridge, Malcolm",https://library.yonsei.ac.kr/search/detail/CATTOT000000759588,시그마북스,2010
172,200,(만들어진 민족주의) 황제신화,김선자 金善子,https://library.yonsei.ac.kr/search/detail/CATTOT000000155222,책세상,2007
173,200,(모든 그리스도인을 위한) 영적 전쟁,"Sherman, Dean",https://library.yonsei.ac.kr/search/detail/CATTOT000000037207,예수전도단,2002
174,200,(무기력한 삶의 뿌리) 싫증,김남준,https://library.yonsei.ac.kr/search/detail/CATTOT000000756720,생명의말씀사,2010
175,200,(바이칼의) 게세르 신화 : 샤먼을 통해 만난 신들의 세계,"Madason, I. N",https://library.yonsei.ac.kr/search/detail/CATTOT000000211249,솔,2008
