,subject,title,link
339,나노바이오소재,An introduction to electrospinning and nanofibers,https://library.yonsei.ac.kr/search/detail/CAT000001346278
340,다큐멘터리의 역사,세계 다큐멘터리 영화사,https://library.yonsei.ac.kr/search/detail/CAT000000708300
341,다큐멘터리의 역사,"논문, 쓰다 : 대화하는 논문",https://library.yonsei.ac.kr/search/detail/CAT000002011621
342,다큐멘터리의 역사,産業政策論 : 産業構造調整을 중심으로,https://library.yonsei.ac.kr/search/detail/CAT000000505720
343,대기관측,Meteorological measurement systems,https://library.yonsei.ac.kr/search/detail/CAT000001572873
344,대륙합리론,스피노자는 왜 라이프니츠를 몰래 만났나 : 철학의 진로를 바꾼 17세기 두 천재의 위험한 만남,https://library.yonsei.ac.kr/search/detail/CAT000000795479
345,대륙합리론,"스피노자 매뉴얼 : 인물, 사상, 유산",https://library.yonsei.ac.kr/search/detail/CAT000001953295
346,대륙합리론,형이상학 논고,https://library.yonsei.ac.kr/search/detail/CAT000000754517
347,대륙합리론,합리론 : 데카르트에서 라이프니츠까지,https://library.yonsei.ac.kr/search/detail/CAT000000548709
348,대면전환가능-고체물리,Introduction to the electron theory of metals,https://library.yonsei.ac.kr/search/detail/CAT000001597696
349,대중음악의이해,대중음악의 이해,https://library.yonsei.ac.kr/search/detail/CAT000000829481
350,대중음악의이해,케이팝의 시대 : 카세트테이프부터 스트리밍까지,https://library.yonsei.ac.kr/search/detail/CAT000001800352
351,대중음악의이해,"가요, 케이팝 그리고 그 너머 : 한국 대중음악을 읽는 문화적 프리즘",https://library.yonsei.ac.kr/search/detail/CAT000000871874
352,대중음악의이해,한국 대중음악사 개론,https://library.yonsei.ac.kr/search/detail/CAT000001753382
353,데이터베이스관리,데이터베이스 관리,https://library.yonsei.ac.kr/search/detail/CAT000002093994
354,데이터베이스관리,데이터베이스 관리,https://library.yonsei.ac.kr/search/detail/CAT000002093994
355,도시경제및지역분석,Urban economics,https://library.yonsei.ac.kr/search/detail/CAT000002000806
356,도시경제및지역분석,Principles of microeconomics,https://library.yonsei.ac.kr/search/detail/CAT000002068756
357,도시경제및지역분석,Urban economics,https://library.yonsei.ac.kr/search/detail/CAT000001650918
358,도시경제및지역분석,(오설리반의) 도시경제학,https://library.yonsei.ac.kr/search/detail/CAT000001831591
359,도시경제및지역분석,(오설리반의) 도시경제학,https://library.yonsei.ac.kr/search/detail/CAT000002101066
360,도시경제및지역분석,(버냉키·프랭크) 경제학,https://library.yonsei.ac.kr/search/detail/CAT000002045901
361,도시및지역경제,Principles of microeconomics,https://library.yonsei.ac.kr/search/detail/CAT000002068756
362,도시및지역경제,Urban economics,https://library.yonsei.ac.kr/search/detail/CAT000002000806
363,도시및지역경제,돈으로 살 수 없는 것들 : 무엇이 가치를 결정하는가,https://library.yonsei.ac.kr/search/detail/CAT000000819651
364,도시및지역경제,Urban economics,https://library.yonsei.ac.kr/search/detail/CAT000001650918
365,도시및지역경제,(오설리반의) 도시경제학,https://library.yonsei.ac.kr/search/detail/CAT000001831591
366,도시및지역경제,미시경제학,https://library.yonsei.ac.kr/search/detail/CAT000001767796
367,도시및지역경제,미시경제학,https://library.yonsei.ac.kr/search/detail/CAT000002060337
368,도시및지역경제,Microeconomics,https://library.yonsei.ac.kr/search/detail/CAT000001989501
369,도시및지역경제,(오설리반의) 도시경제학,https://library.yonsei.ac.kr/search/detail/CAT000001831591
370,도시및지역경제,도시의 생존 : 도시의 성장은 계속될 것인가,https://library.yonsei.ac.kr/search/detail/CAT000002129491
371,도시및지역경제,Urban economics,https://library.yonsei.ac.kr/search/detail/CAT000001650918
372,도시및지역경제,Urban economics,https://library.yonsei.ac.kr/search/detail/CAT000002000806
373,도시및지역경제,(오설리반의) 도시경제학,https://library.yonsei.ac.kr/search/detail/CAT000002101066
374,도시및지역경제,행동의 전염 : 문제는 사람이 아니라 상황이다,https://library.yonsei.ac.kr/search/detail/CAT000002056869
375,도시및지역경제,Principles of microeconomics,https://library.yonsei.ac.kr/search/detail/CAT000002068756
376,도시및지역경제,(오설리반의) 도시경제학,https://library.yonsei.ac.kr/search/detail/CAT000002101066
377,도시및지역경제분석,Urban economics,https://library.yonsei.ac.kr/search/detail/CAT000002000806
378,도시및지역경제분석,(오설리반의) 도시경제학,https://library.yonsei.ac.kr/search/detail/CAT000002101066
379,도시성장과지역개발의이해,Local and regional development,https://library.yonsei.ac.kr/search/detail/CAT000001828127
380,도시성장과지역개발의이해,"Theories of development : contentions, arguments, alternatives",https://library.yonsei.ac.kr/search/detail/CAT000001824052
381,도시성장과지역개발의이해,Understanding local economic development,https://library.yonsei.ac.kr/search/detail/CAT000002040543
382,도시연구방법,The practice of social research,https://library.yonsei.ac.kr/search/detail/CAT000002060830
383,도시연구방법,Reading social research : studies in inequality and deviance,https://library.yonsei.ac.kr/search/detail/CAT000002084914
384,도시인류학,메트로폴리스,https://library.yonsei.ac.kr/search/detail/CAT000002046478
385,독서와토론,동물 해방,https://library.yonsei.ac.kr/search/detail/CAT000000829690
386,동북아국제안보,동아시아 세력전이와 일본 대외전략의 변화,https://library.yonsei.ac.kr/search/detail/CAT000000883699
387,동북아국제안보,현대 국제관계이론과 한국,https://library.yonsei.ac.kr/search/detail/CAT000000908548
388,동아시아국제관계,"예정된 전쟁 : 미국과 중국의 패권 경쟁, 그리고 한반도의 운명",https://library.yonsei.ac.kr/search/detail/CAT000001885185
389,동아시아국제관계,Politics among nations : the struggle for power and peace,https://library.yonsei.ac.kr/search/detail/CAT000001398872
390,동아시아국제관계,펠로폰네소스 전쟁사. 상,https://library.yonsei.ac.kr/search/detail/CAT000000781156
391,동아시아국제관계,펠로폰네소스 전쟁사. 하,https://library.yonsei.ac.kr/search/detail/CAT000000781380
392,동아시아국제관계,The room where it happened : a White House memoir,https://library.yonsei.ac.kr/search/detail/CAT000002012508
393,동아시아국제관계,The room where it happened : a White House memoir,https://library.yonsei.ac.kr/search/detail/CAT000002012508
394,동아시아국제관계,The dictator's handbook : why bad behavior is almost always good politics,https://library.yonsei.ac.kr/search/detail/CAT000001633264
395,동아시아국제관계,한미동맹의 진화,https://library.yonsei.ac.kr/search/detail/CAT000001960693
396,동아시아국제관계,The war ledger,https://library.yonsei.ac.kr/search/detail/CAT000001560547
397,동아시아국제관계,Destined for war : can America and China escape Thucydides's trap?,https://library.yonsei.ac.kr/search/detail/CAT000001849205
398,동아시아국제관계,독재자의 핸드북 : 사상 최악의 독재자들이 감춰둔 통치의 원칙,https://library.yonsei.ac.kr/search/detail/CAT000000813152
399,동아시아국제관계,The dictator's handbook : why bad behavior is almost always good politics,https://library.yonsei.ac.kr/search/detail/CAT000001633264
400,동아시아국제관계,Cooperation under anarchy,https://library.yonsei.ac.kr/search/detail/CAT000001544757
401,동아시아국제관계,The tragedy of great power politics,https://library.yonsei.ac.kr/search/detail/CAT000001667876
402,동아시아국제관계,중국은 어떻게 실패하는가 : 미중 패권 대결 최악의 시간이 온다,https://library.yonsei.ac.kr/search/detail/CAT000002138538
403,동아시아국제관계,강대국 국제정치의 비극 : 미중 패권경쟁의 시대,https://library.yonsei.ac.kr/search/detail/CAT000001849035
404,동아시아국제관계,"Ancient Chinese thought, modern Chinese power",https://library.yonsei.ac.kr/search/detail/CAT000001622152
405,동아시아국제관계,The Peloponnesian war,https://library.yonsei.ac.kr/search/detail/CAT000001409331
406,동아시아국제관계,On China,https://library.yonsei.ac.kr/search/detail/CAT000001622067
407,동아시아국제관계,현대 국제관계이론과 한국,https://library.yonsei.ac.kr/search/detail/CAT000000122570
408,동아시아국제관계,Destined for war : can America and China escape Thucydides's trap?,https://library.yonsei.ac.kr/search/detail/CAT000001849205
409,동아시아국제관계,Politics among nations : the struggle for power and peace,https://library.yonsei.ac.kr/search/detail/CAT000001393239
410,동아시아국제관계,The long game : China's grand strategy to displace American order,https://library.yonsei.ac.kr/search/detail/CAT000002082303
411,동아시아국제관계,The dictator's handbook : why bad behavior is almost always good politics,https://library.yonsei.ac.kr/search/detail/CAT000001633264
412,동아시아국제관계,The tragedy of Great Power politics,https://library.yonsei.ac.kr/search/detail/CAT000001250634
413,동아시아국제관계,중견국 책략 : 미·중 사이 한국의 스마트 외교,https://library.yonsei.ac.kr/search/detail/CAT000001822860
414,동아시아국제관계,세계정치론 : 전쟁과 평화 그리고 세계질서,https://library.yonsei.ac.kr/search/detail/CAT000000908483
415,동아시아국제관계,Overreach : how China derailed its peaceful rise,https://library.yonsei.ac.kr/search/detail/CAT000002140136
416,동아시아국제관계,Destined for war : can America and China escape Thucydides's trap?,https://library.yonsei.ac.kr/search/detail/CAT000001849205
417,동아시아국제관계,Theory of international politics,https://library.yonsei.ac.kr/search/detail/CAT000001364412
418,동아시아국제관계,Danger zone : the coming conflict with China,https://library.yonsei.ac.kr/search/detail/CAT000002120419
419,동아시아국제관계,Seeking the bomb : strategies of nuclear proliferation,https://library.yonsei.ac.kr/search/detail/CAT000002092965
420,동아시아국제관계,독재자의 핸드북 : 사상 최악의 독재자들이 감춰둔 통치의 원칙,https://library.yonsei.ac.kr/search/detail/CAT000000813152
421,동아시아국제관계,Alliance politics,https://library.yonsei.ac.kr/search/detail/CAT000001310631
422,동아시아국제관계,신한국책략 4.0 : 북한 핵위협과 한반도 안보,https://library.yonsei.ac.kr/search/detail/CAT000002072673
423,동아시아국제관계,"국제관계론 강의, 1",https://library.yonsei.ac.kr/search/detail/CAT000000512796
424,동아시아국제관계,"Ancient Chinese thought, modern Chinese power",https://library.yonsei.ac.kr/search/detail/CAT000001622152
425,동아시아국제관계,World politics,https://library.yonsei.ac.kr/search/detail/CAT000001676896
426,동아시아국제관계,Theory of international politics,https://library.yonsei.ac.kr/search/detail/CAT000001258823
427,동아시아국제관계,현대 한미관계의 이해,https://library.yonsei.ac.kr/search/detail/CAT000001936939
428,동아시아국제관계,World politics,https://library.yonsei.ac.kr/search/detail/CAT000001676896
429,동아시아국제관계,South Korea at the crossroads : autonomy and alliance in an era of rival powers,https://library.yonsei.ac.kr/search/detail/CAT000002046346
430,동아시아국제관계,대공황의 세계 1929-1939,https://library.yonsei.ac.kr/search/detail/CAT000001887098
431,동아시아국제관계,Theory of international politics,https://library.yonsei.ac.kr/search/detail/CAT000001628085
432,동아시아학입문,동아시아학의 이해,https://library.yonsei.ac.kr/search/detail/CAT000001895435
433,동양사학입문,"(1968-2016) 한마을이야기 퐁니·퐁넛 : 한국, 베트남, 퐁니·퐁넛 고경태의 기록",https://library.yonsei.ac.kr/search/detail/CAT000001895437
434,디자인과문화,한국의 디자인,https://library.yonsei.ac.kr/search/detail/CAT000000870991
435,디자인과문화,한국의 디자인,https://library.yonsei.ac.kr/search/detail/CAT000000870991
436,디지털사회학,대량살상수학무기 : 어떻게 빅데이터는 불평등을 확산하고 민주주의를 위협하는가,https://library.yonsei.ac.kr/search/detail/CAT000001864803
437,디지털사회학,플랫폼 사회가 온다 : 디지털 플랫폼의 도전과 사회질서의 재편,https://library.yonsei.ac.kr/search/detail/CAT000002059827
438,디지털사회학,인간은 필요 없다,https://library.yonsei.ac.kr/search/detail/CAT000001768153
439,디지털사회학,빅데이터 인문학 : 진격의 서막 : 800만 권의 책에서 배울 수 있는 것들,https://library.yonsei.ac.kr/search/detail/CAT000000906458
440,디지털사회학,래디컬 마켓 : 공정한 사회를 위한 근본적 개혁,https://library.yonsei.ac.kr/search/detail/CAT000001970453
441,디지털사회학,Bit by bit : social research in the digital age,https://library.yonsei.ac.kr/search/detail/CAT000001892911
442,디지털패션마케팅,패션리테일 매니지먼트,https://library.yonsei.ac.kr/search/detail/CAT000002194532
443,러시아문학의이해,러시아문학 오디세이 : 고대에서 20C까지,https://library.yonsei.ac.kr/search/detail/CAT000001940468
444,러시아문학의이해,예브게니 오네긴 : 시로 쓴 소설,https://library.yonsei.ac.kr/search/detail/CAT000000760471
445,러시아문학의이해,예브게니 오네긴 : 시로 쓴 소설,https://library.yonsei.ac.kr/search/detail/CAT000000760471
446,러시아사,20세기 러시아 현대사,https://library.yonsei.ac.kr/search/detail/CAT000000085793
447,럭셔리패션경영,럭셔리 브랜드 마케팅,https://library.yonsei.ac.kr/search/detail/CAT000000208095
448,럭셔리패션경영,"Luxury fashion branding : trends, tactics, techniques",https://library.yonsei.ac.kr/search/detail/CAT000001348436
449,럭셔리패션경영,Luxury brand management in digital and sustainable times : a new world of privilege,https://library.yonsei.ac.kr/search/detail/CAT000002195646
450,마케팅관리,Market-based management : strategies for growing customer value and profitability,https://library.yonsei.ac.kr/search/detail/CAT000001996082
451,마케팅전략,Market-based management : strategies for growing customer value and profitability,https://library.yonsei.ac.kr/search/detail/CAT000001758017
452,문학의이해,(한권으로 읽는) 현대 영미 단편선,https://library.yonsei.ac.kr/search/detail/CAT000000163429
453,문화기술지,인류학 민족지 연구 어떻게 할 것인가,https://library.yonsei.ac.kr/search/detail/CAT000000822590
454,문화기술지,더 단단한 질적 연구를 위한 안내서,https://library.yonsei.ac.kr/search/detail/CAT000002174271
455,문화연구특수과제 Ⅱ,미래 가능성 : 무능력의 시대와 가능성의 지평,https://library.yonsei.ac.kr/search/detail/CAT000002059006
456,문화연구특수과제 Ⅱ,미래는 오지 않는다 : 과학기술은 어떻게 미래를 독점하는가,https://library.yonsei.ac.kr/search/detail/CAT000001967606
457,문화연구특수과제 Ⅱ,미래 가능성 : 무능력의 시대와 가능성의 지평,https://library.yonsei.ac.kr/search/detail/CAT000002059006
458,문화연구특수과제 Ⅱ,국가처럼 보기 : 왜 국가는 계획에 실패하는가,https://library.yonsei.ac.kr/search/detail/CAT000000773833
459,문화와예술의정신분석,The women who knew too much : Hitchcock and feminist theory,https://library.yonsei.ac.kr/search/detail/CAT000001271932
460,문화와예술의정신분석,Hamlet and Oedipus,https://library.yonsei.ac.kr/search/detail/CAT000001868441
461,문화와예술의정신분석,"욕망의 윤리 : 라캉 정신분석과 예술, 정치, 철학",https://library.yonsei.ac.kr/search/detail/CAT000001929717
462,문화와예술의정신분석,An Infantile neurosis and other works,https://library.yonsei.ac.kr/search/detail/CAT000001366915
463,문화와예술의정신분석,The Future of an illusion ; civilization and its discontents and other works,https://library.yonsei.ac.kr/search/detail/CAT000001361848
464,문화와예술의정신분석,"The Standard edition of the complete psychological works of Sigmund Freud . v. 14, 1914-1916: On the history of the psycho-analytic movement, papers on metapsychology and other works",https://library.yonsei.ac.kr/search/detail/CAT000002159266
465,문화와예술의정신분석,The Ego and the Id and other works,https://library.yonsei.ac.kr/search/detail/CAT000001362252
466,문화와예술의정신분석,The selected Melanie Klein,https://library.yonsei.ac.kr/search/detail/CAT000001287084
467,문화와예술의정신분석,Five lectures on psycho-analysis ; Leonardo da Vinci and other works,https://library.yonsei.ac.kr/search/detail/CAT000001366913
468,문화와예술의정신분석,"The Standard edition of the complete psychological works of Sigmund Freud . v. 12, 1911-1913: The case of Schreber, papers on technique and other works",https://library.yonsei.ac.kr/search/detail/CAT000002159265
469,문화와예술의정신분석,에로스의 두 얼굴 : 프로이트와 라캉의 성과 사랑 이론,https://library.yonsei.ac.kr/search/detail/CAT000002008228
470,문화와예술의정신분석,"The Standard edition of the complete psychological works of Sigmund Freud . v. 4, 1900, the interpretation of dreams (first part)",https://library.yonsei.ac.kr/search/detail/CAT000002154867
471,문화와예술의정신분석,The Interpretation of dreams second part and on dreams,https://library.yonsei.ac.kr/search/detail/CAT000001365664
472,문화와예술의정신분석,The life and works of Edgar Allan Poe : a psycho-analytic interpretation,https://library.yonsei.ac.kr/search/detail/CAT000001608931
473,문화와예술의정신분석,The future of an illusion : civilization and its discontents and other works,https://library.yonsei.ac.kr/search/detail/CAT000002143890
474,문화와정치,문명의 충돌,https://library.yonsei.ac.kr/search/detail/CAT000000580663
475,문화와정치,상상된 공동체 : 민족주의의 기원과 보급에 대한 고찰,https://library.yonsei.ac.kr/search/detail/CAT000001908686
476,문화와정치,고삐 풀린 현대성,https://library.yonsei.ac.kr/search/detail/CAT000000117256
477,문화와정치,기억 전쟁 : 가해자는 어떻게 희생자가 되었는가,https://library.yonsei.ac.kr/search/detail/CAT000001937847
478,문화와정치,극장국가 북한 : 카리스마 권력은 어떻게 세습되는가,https://library.yonsei.ac.kr/search/detail/CAT000000844471
479,문화와정치,프로테스탄트 윤리와 자본주의 정신,https://library.yonsei.ac.kr/search/detail/CAT000001903917
480,문화와정치,문화의 해석,https://library.yonsei.ac.kr/search/detail/CAT000000627125
481,문화와정치,"민주주의는 어떻게 오는가 : 근대화, 문화적 이동, 가치관의 변화로 읽는 민주주의의 발전 지도",https://library.yonsei.ac.kr/search/detail/CAT000000779307
482,문화콘텐츠비평,처음 만나는 영화 : 내 영혼을 울린 문학텍스트로서의 영화,https://library.yonsei.ac.kr/search/detail/CAT000001828942
483,미국정치사상,Democracy in America,https://library.yonsei.ac.kr/search/detail/CAT000001281961
484,미국정치사상,American constitutionalism : from theory to politics,https://library.yonsei.ac.kr/search/detail/CAT000001328460
485,미국정치사상,The Federalist papers,https://library.yonsei.ac.kr/search/detail/CAT000001610455
486,미국학특강,Westerns : paperback novels and movies from Hollywood,https://library.yonsei.ac.kr/search/detail/CAT000001598532
487,미국학특강,할리우드 장르의 구조,https://library.yonsei.ac.kr/search/detail/CAT000000491032
488,미국학특강,Westerns : films through history,https://library.yonsei.ac.kr/search/detail/CAT000001634549
489,미국학특강,Killing the Indian maiden : images of Native American women in film,https://library.yonsei.ac.kr/search/detail/CAT000001614273
490,미국학특강,'Injuns!' : Native Americans in the movies,https://library.yonsei.ac.kr/search/detail/CAT000001612708
491,미국학특강,The invention of the western film : a cultural history of the genre's first half-century,https://library.yonsei.ac.kr/search/detail/CAT000001634613
492,미국학특강,The western genre : from Lordsburg to Big Whiskey,https://library.yonsei.ac.kr/search/detail/CAT000001634610
493,미국학특강,The American West in film : critical approaches to the Western,https://library.yonsei.ac.kr/search/detail/CAT000001648444
494,미국학특강,West of everything : the inner life of westerns,https://library.yonsei.ac.kr/search/detail/CAT000001642907
495,미국학특강,From Shane to Kill Bill : rethinking the Western,https://library.yonsei.ac.kr/search/detail/CAT000001634609
496,미국학특강,Six guns and society : a structural study of the western,https://library.yonsei.ac.kr/search/detail/CAT000001286549
497,미국학특강,Cowboy imperialism and Hollywood film,https://library.yonsei.ac.kr/search/detail/CAT000001583711
498,미국학특강,미국영화 미국문화,https://library.yonsei.ac.kr/search/detail/CAT000000239034
499,미국학특강,"Westerns in a changing America, 1955-2000",https://library.yonsei.ac.kr/search/detail/CAT000001648442
500,미국학특강,"Hollywood's West : the American frontier in film, television, and history",https://library.yonsei.ac.kr/search/detail/CAT000001634548
501,미국학특강,Movies and methods : an anthology . v. 1,https://library.yonsei.ac.kr/search/detail/CAT000001267186
502,미국학특강,The psychology of the Western : how the American psyche plays out on screen,https://library.yonsei.ac.kr/search/detail/CAT000001650629
503,미국학특강,Westerns : aspects of a movie genre and Westerns Revisited,https://library.yonsei.ac.kr/search/detail/CAT000001648445
504,미국학특강,Gunfighter nation : the myth of the frontier in twentieth-century America,https://library.yonsei.ac.kr/search/detail/CAT000001596156
505,미국학특강,The searchers : essays and reflections on John Ford's classic western,https://library.yonsei.ac.kr/search/detail/CAT000001648443
506,미기상학,Atmospheric boundary layer flows : their structure and measurement,https://library.yonsei.ac.kr/search/detail/CAT000001409771
507,미디어.사회.문화의이해,포스트매스미디어 : 연관성 위기에서 초위기로,https://library.yonsei.ac.kr/search/detail/CAT000002143228
508,미디어와사회,포스트매스미디어 : 연관성 위기에서 초위기로,https://library.yonsei.ac.kr/search/detail/CAT000002143228
509,바로크음악,"Norton anthology of western music . v. 2, Classic to Romantic",https://library.yonsei.ac.kr/search/detail/CAT000001903716
510,바로크음악,"Norton anthology of western music . v. 3, The twentieth century and after",https://library.yonsei.ac.kr/search/detail/CAT000001903715
511,바로크음악,"Norton anthology of western music . v. 1, Ancient to Baroque",https://library.yonsei.ac.kr/search/detail/CAT000001669030
512,번역의이론과실제,L'Apiculteur : roman,https://library.yonsei.ac.kr/search/detail/CAT000002098341
513,복지정책론,복지국가와 사회복지정책,https://library.yonsei.ac.kr/search/detail/CAT000001916394
514,불문학연구방법론1,연인,https://library.yonsei.ac.kr/search/detail/CAT000000168446
515,불문학연구방법론1,아프리카인 : 르 클레지오 소설,https://library.yonsei.ac.kr/search/detail/CAT000000106448
516,불문학연구방법론1,롤랑 바르트가 쓴 롤랑 바르트,https://library.yonsei.ac.kr/search/detail/CAT000000848458
517,불문학연구방법론1,사진에 관하여,https://library.yonsei.ac.kr/search/detail/CAT000000122105
518,불문학연구방법론1,W 혹은 유년기의 추억,https://library.yonsei.ac.kr/search/detail/CAT000000645072
519,불문학연구방법론1,밝은 방 : 사진에 관한 노트,https://library.yonsei.ac.kr/search/detail/CAT000000138931
520,불문학연구방법론1,유령 이미지,https://library.yonsei.ac.kr/search/detail/CAT000001836036
521,불문학연구방법론1,롤랑 바르트가 쓴 롤랑 바르트,https://library.yonsei.ac.kr/search/detail/CAT000000848458
522,불문학연구방법론1,나자,https://library.yonsei.ac.kr/search/detail/CAT000000237329
523,불소설이론,프루스트와 기호들,https://library.yonsei.ac.kr/search/detail/CAT000000095295
524,비대면-BEGINNING JAPANESE (1),(初級日本語) げんき. 1,https://library.yonsei.ac.kr/search/detail/CAT000002016737
525,비대면-BEGINNING JAPANESE (1),(初級日本語) げんき. 1,https://library.yonsei.ac.kr/search/detail/CAT000002016737
526,비대면-BEGINNING JAPANESE (1),(初級日本語) げんき. 1,https://library.yonsei.ac.kr/search/detail/CAT000002016737
527,비대면-BEGINNING JAPANESE (1),(初級日本語) げんき : ワ-クブック. 1,https://library.yonsei.ac.kr/search/detail/CAT000002016739
528,비대면-BEGINNING JAPANESE (1),(初級日本語) げんき : ワ-クブック. 1,https://library.yonsei.ac.kr/search/detail/CAT000002016739
529,비대면-BEGINNING JAPANESE (1),(初級日本語) げんき : ワ-クブック. 1,https://library.yonsei.ac.kr/search/detail/CAT000002016739
530,비대면-BEGINNING JAPANESE (1),(初級日本語) げんき. 1,https://library.yonsei.ac.kr/search/detail/CAT000002016737
531,비대면-BEGINNING JAPANESE (1),(初級日本語) げんき : ワ-クブック. 1,https://library.yonsei.ac.kr/search/detail/CAT000002016739
532,비대면-BEGINNING JAPANESE(2),(初級日本語) げんき : ワ-クブック. 1,https://library.yonsei.ac.kr/search/detail/CAT000002016739
533,비대면-BEGINNING JAPANESE(2),(初級日本語) げんき. 1,https://library.yonsei.ac.kr/search/detail/CAT000002016737
534,비대면-WORLD HISTORY: GROUP I,Korean history in maps : from prehistory to the twenty-first century,https://library.yonsei.ac.kr/search/detail/CAT000001765536
535,비대면-WORLD HISTORY: GROUP I,Korean history in maps : from prehistory to the twenty-first century,https://library.yonsei.ac.kr/search/detail/CAT000001765536
536,비대면-국제법과국제관계,신국제법강의 : 이론과 사례,https://library.yonsei.ac.kr/search/detail/CAT000001887766
537,비대면-국제법과국제관계,신국제법강의 : 이론과 사례,https://library.yonsei.ac.kr/search/detail/CAT000001941486
538,비대면-국제법입문,新 국제법입문,https://library.yonsei.ac.kr/search/detail/CAT000001820995
539,비대면-동아시아국제관계,"예정된 전쟁 : 미국과 중국의 패권 경쟁, 그리고 한반도의 운명",https://library.yonsei.ac.kr/search/detail/CAT000001885185
540,비대면-영어담화분석,Introduction to discourse studies,https://library.yonsei.ac.kr/search/detail/CAT000001331713
541,비대면-음악사(3),(그라우트의) 서양 음악사. 상,https://library.yonsei.ac.kr/search/detail/CAT000000728903
542,비대면-음악학개론,음악학개론,https://library.yonsei.ac.kr/search/detail/CAT000000882789
543,비대면-토지및주택정책,토지경제학,https://library.yonsei.ac.kr/search/detail/CAT000001747784
544,비대면-현대비평이론,"프로이트 전집. 11, 정신분석학의 근본 개념",https://library.yonsei.ac.kr/search/detail/CAT000000118281
545,비대면-현대영미철학,비트겐슈타인이 살아있다면 : 논리철학적 탐구,https://library.yonsei.ac.kr/search/detail/CAT000002066478
546,비대면-현대영미철학,(비트겐슈타인의) 수학의 기초에 관한 강의,https://library.yonsei.ac.kr/search/detail/CAT000000771169
547,빈곤의인류학,우리는 가난을 어떻게 외면해왔는가,https://library.yonsei.ac.kr/search/detail/CAT000001956968
548,빈곤의인류학,저렴한 것들의 세계사 : 자본주의에 숨겨진 위험한 역사 자본세 600년,https://library.yonsei.ac.kr/search/detail/CAT000002005630
549,빈곤의인류학,"착취도시, 서울 : 당신이 모르는 도시의 미궁에 대한 탐색",https://library.yonsei.ac.kr/search/detail/CAT000001989716
550,빈곤의인류학,힐튼호텔 옆 쪽방촌 이야기 : 우리는 양동에 삽니다,https://library.yonsei.ac.kr/search/detail/CAT000002082623
551,빈곤의인류학,빈곤이 오고 있다 : 빈곤을 보는 눈 : 풍요시대 빈곤지대,https://library.yonsei.ac.kr/search/detail/CAT000002025447
552,빈곤의인류학,"쇳밥일지 : 청년공, 펜을 들다 : 천현우 산문",https://library.yonsei.ac.kr/search/detail/CAT000002122021
553,빈곤의인류학,저렴한 것들의 세계사 : 자본주의에 숨겨진 위험한 역사 자본세 600년,https://library.yonsei.ac.kr/search/detail/CAT000002005630
554,빈곤의인류학,빈곤 과정 : 빈곤의 배치와 취약한 삶들의 인류학,https://library.yonsei.ac.kr/search/detail/CAT000002131227
555,빈곤의인류학,"동자동, 당신이 살 권리 : 쪽방촌 공공개발과 주거의 미래",https://library.yonsei.ac.kr/search/detail/CAT000002147748
556,빈곤의인류학,빈곤자본 : 소액금융과 개발의 패러다임,https://library.yonsei.ac.kr/search/detail/CAT000001909433
557,빈곤의인류학,분배정치의 시대 : 기본소득과 현금지급이라는 혁명적 실험,https://library.yonsei.ac.kr/search/detail/CAT000001828929
558,사회복지실천기술론,Developing helping skills : a step-by-step approach to competency,https://library.yonsei.ac.kr/search/detail/CAT000002046378
559,사회언어학연구,언어와 사회 : 사회언어학으로의 초대,https://library.yonsei.ac.kr/search/detail/CAT000000213666
560,사회언어학연구,"사회언어학 : 언어와 사회, 그리고 문화",https://library.yonsei.ac.kr/search/detail/CAT000000906694
561,사회정의와인권,세계인권사상사,https://library.yonsei.ac.kr/search/detail/CAT000000082885
562,사회정의와인권,정의란 무엇인가,https://library.yonsei.ac.kr/search/detail/CAT000000754499
563,사회정의와인권,현대 기독교 윤리학,https://library.yonsei.ac.kr/search/detail/CAT000001950978
564,사회조사분석,연세인의 의식과 삶,https://library.yonsei.ac.kr/search/detail/CAT000000891998
565,사회조사분석,Bit by bit : social research in the digital age,https://library.yonsei.ac.kr/search/detail/CAT000001892911
566,사회조사분석,The practice of social research,https://library.yonsei.ac.kr/search/detail/CAT000001774492
567,사회조사분석,연세인의 의식과 삶,https://library.yonsei.ac.kr/search/detail/CAT000000891998
568,사회조사분석,사회조사방법론,https://library.yonsei.ac.kr/search/detail/CAT000002073891
569,사회철학,계몽의 변증법 : 철학적 단상,https://library.yonsei.ac.kr/search/detail/CAT000000662492
570,사회철학,프로테스탄트 윤리와 자본주의 정신,https://library.yonsei.ac.kr/search/detail/CAT000001903917
571,사회철학,경제와 사회 : 공동체들,https://library.yonsei.ac.kr/search/detail/CAT000000231756
572,사회철학,"자본론 : 정치경제학비판. 제3권, 자본주의적 생산의 총과정(하)",https://library.yonsei.ac.kr/search/detail/CAT000001757328
573,사회철학,소비의 사회 : 그 신화와 구조,https://library.yonsei.ac.kr/search/detail/CAT000000911468
574,사회철학,장치란 무엇인가? / 장치학을 위한 서론,https://library.yonsei.ac.kr/search/detail/CAT000000778417
575,사회철학,경제학-철학 수고,https://library.yonsei.ac.kr/search/detail/CAT000000273317
576,사회철학,"비판, 규범, 유토피아 : 비판 이론의 토대 연구",https://library.yonsei.ac.kr/search/detail/CAT000000219831
577,사회철학,"자본론 : 정치경제학비판. 제1권, 자본의 생산과정(상)",https://library.yonsei.ac.kr/search/detail/CAT000001757326
